Fiscal_Year,Query_Run,Customer,SubCustomer,AnnualSubCustomerVendorRank,ContractorDisplayName,ParentID,JointVenture,SumOfobligatedAmount,SumOfnumberOfActions,WarningFlag
2009,59:34.8,State and IAP,PEACE CORPS,0,095417929^!,95417929,NULL,734085.68,NULL,1
2009,59:34.8,State and IAP,PEACE CORPS,0,077789493^!,77789493,NULL,690996,NULL,1
2009,59:34.8,State and IAP,USAID,75,ENGICON^,ENGICON,0,690519,1,0
2009,59:34.8,State and IAP,USAID,76,UNICOR^,UNICOR,0,685066.85,1,0
2009,59:34.8,State and IAP,USAID,0,182475561^!,182475561,NULL,683150,7,1
2009,59:34.8,State and IAP,State,149,CH2M Hill,CH2M HILL,0,675648.74,8,0
2009,59:34.8,State and IAP,USAID,77,UNIVERSITY OF MARYLAND^,UNIVERSITY OF MARYLAND,0,675000,1,0
2009,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,0,135027477^!,135027477,NULL,667284.8,2,1
2009,59:34.8,State and IAP,USAID,0,799646559^!,799646559,NULL,650542,2,1
2009,59:34.8,State and IAP,PEACE CORPS,0,148048882^!,148048882,NULL,650161.26,3,1
2009,59:34.8,State and IAP,PEACE CORPS,7,Oracle Corporation,ORACLE,0,634871.21,2,0
2009,59:34.8,State and IAP,USAID,0,175399245^!,175399245,NULL,633072,6,1
2009,59:34.8,State and IAP,PEACE CORPS,0,807174748^!,807174748,NULL,632378,7,1
2009,59:34.8,State and IAP,USAID,0,683520206^!,683520206,NULL,627048.52,1,1
2009,59:34.8,State and IAP,USAID,0,188571616^!,188571616,NULL,622130,1,1
2009,59:34.8,State and IAP,PEACE CORPS,0,171512721^!,171512721,NULL,620818.5,4,1
2009,59:34.8,State and IAP,USAID,0,089120133^!,89120133,NULL,615303.77,1,1
2009,59:34.8,State and IAP,USAID,78,Lockheed Martin,LOCKHEED MARTIN,0,606282.57,2,0
2009,59:34.8,State and IAP,USAID,0,785836151^!,785836151,NULL,600856,6,1
2009,59:34.8,State and IAP,PEACE CORPS,8,NAVIGANT INTERNATIONAL^,NAVIGANT INTERNATIONAL,0,595156,3,0
2009,59:34.8,State and IAP,USAID,0,136721292^!,136721292,NULL,594876.99,30,1
2009,59:34.8,State and IAP,USAID,0,683520219^!,683520219,NULL,593615.16,1,1
2009,59:34.8,State and IAP,USAID,0,003071417^!,3071417,NULL,593000,3,1
2009,59:34.8,State and IAP,USAID,79,WX111 OXFORD DTC REAL ESTATE^,WX111 OXFORD DTC REAL ESTATE,0,585066.5,3,0
2009,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,0,073218682^!,73218682,NULL,583300,7,1
2009,59:34.8,State and IAP,USAID,80,KILIMANJARO INTERNATIONAL CORPORATION^,KILIMANJARO INTERNATIONAL CORPORATION,0,574807.77,6,0
2009,59:34.8,State and IAP,USAID,0,565413601^!,565413601,NULL,562800,3,1
2009,59:34.8,State and IAP,USAID,81,General Dynamics,GENERAL DYNAMICS,0,550000,2,0
2009,59:34.8,State and IAP,USAID,0,557734818^!,557734818,NULL,549994,1,1
2009,59:34.8,State and IAP,USAID,0,080549827^!,80549827,NULL,549789.2,1,1
2009,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,0,068528376^!,68528376,NULL,519300.14,5,1
2009,59:34.8,State and IAP,USAID,0,807174748^!,807174748,NULL,515737,7,1
2009,59:34.8,State and IAP,USAID,0,020308078^!,20308078,NULL,509264,3,1
2009,59:34.8,State and IAP,PEACE CORPS,9,MACFADDEN & ASSOCIATES^,MACFADDEN & ASSOCIATES,0,509082.32,3,0
2009,59:34.8,State and IAP,USAID,82,TOYOTA^,TOYOTA,0,505336,3,0
2009,59:34.8,State and IAP,USAID,0,017610036^!,17610036,NULL,505025,3,1
2009,59:34.8,State and IAP,PEACE CORPS,0,793639220^!,793639220,NULL,504229.5,3,1
2009,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,10,Dell,DELL,0,501123.78,1,0
2009,59:34.8,State and IAP,USAID,0,130783900^!,130783900,NULL,500120,2,1
2009,59:34.8,State and IAP,USAID,0,168457054^!,168457054,NULL,500000,1,1
2009,59:34.8,State and IAP,USAID,83,Honeywell,HONEYWELL,0,500000,2,0
2009,59:34.8,State and IAP,USAID,0,130698921^!,130698921,NULL,499621.96,1,1
2009,59:34.8,State and IAP,USAID,0,850480086^!,850480086,NULL,497914,1,1
2009,59:34.8,State and IAP,USAID,0,131903333^!,131903333,NULL,497900,2,1
2009,59:34.8,State and IAP,USAID,0,063821743^!,63821743,NULL,496308.55,1,1
2009,59:34.8,State and IAP,USAID,0,177053522^!,177053522,NULL,494721.8,3,1
2009,59:34.8,State and IAP,USAID,84,AVAYA^,AVAYA,0,492529.67,2,0
2009,59:34.8,State and IAP,USAID,85,JONES LANG LASALLE^,JONES LANG LASALLE,0,486747.58,3,0
2009,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,11,AT&T,AT&T,0,482510.08,5,0
2009,59:34.8,State and IAP,PEACE CORPS,10,GLOBECOMM SYSTEMS^,GLOBECOMM SYSTEMS,0,476478,3,0
2009,59:34.8,State and IAP,USAID,86,CDW^,CDW,0,473677.25,25,0
2009,59:34.8,State and IAP,PEACE CORPS,0,142918965^!,142918965,NULL,467472,1,1
2009,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,12,Accenture,ACCENTURE,0,464157.4,3,0
2009,59:34.8,State and IAP,USAID,87,RED RIVER^,RED RIVER,0,463963.67,26,0
2009,59:34.8,State and IAP,NULL,0,838606812^!,838606812,NULL,454965.18,1,1
2009,59:34.8,State and IAP,USAID,88,Dell,DELL,0,453317,23,0
2009,59:34.8,State and IAP,USAID,89,STGi International,STG INTERNATIONAL,0,451690.98,1,0
2009,59:34.8,State and IAP,USAID,90,SIBLEY INTERNATIONAL^,SIBLEY INTERNATIONAL,0,449648,2,0
2009,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,13,Parsons,PARSONS,0,441307.09,3,0
2009,59:34.8,State and IAP,PEACE CORPS,0,007640436^!,7640436,NULL,440210,8,1
2009,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,14,RED RIVER^,RED RIVER,0,439996.24,4,0
2009,59:34.8,State and IAP,USAID,91,Oracle Corporation,ORACLE,0,425083.47,2,0
2009,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,0,807080101^!,807080101,NULL,421650,2,1
2009,59:34.8,State and IAP,State,160,URS,URS,0,409888.56,7,0
2009,59:34.8,State and IAP,State,162,CGI,CGI GROUP,0,407924.65,4,0
2009,59:34.8,State and IAP,PEACE CORPS,0,058175170^!,58175170,NULL,390590.03,2,1
2009,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,0,056682917^!,56682917,NULL,387792.66,3,1
2009,59:34.8,State and IAP,USAID,92,G4S,G4S PLC,0,379818.5,3,0
2009,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,0,613831580^!,613831580,NULL,377294.17,2,1
2009,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,15,Berger Group,BERGER GROUP,0,376551.96,2,0
2009,59:34.8,State and IAP,PEACE CORPS,0,062393314^!,62393314,NULL,374490,NULL,1
2009,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,0,008425894^!,8425894,NULL,372573.41,7,1
2009,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,0,941533911^!,941533911,NULL,353853.19,3,1
2009,59:34.8,State and IAP,NULL,0,192599541^!,192599541,NULL,346173,2,1
2009,59:34.8,State and IAP,USAID,93,SOUTHALL WALKER INTERNATIONAL^,SOUTHALL WALKER INTERNATIONAL,0,346133.91,3,0
2009,59:34.8,State and IAP,State,172,Aerospace Corp.,THE AEROSPACE,0,329856,1,0
2009,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,16,NANA DEVELOPMENT CORP^!,NANA DEVELOPMENT CORP,0,310248,1,1
2009,59:34.8,State and IAP,NULL,0,055015478^!,55015478,NULL,285959.96,2,1
2009,59:34.8,State and IAP,NULL,1,ADVANCED ENGINEERING ASSOCIATE^,ADVANCED ENGINEERING ASSOCIATE,0,268819.84,1,0
2009,59:34.8,State and IAP,PEACE CORPS,11,"ENTRENA, SA^","ENTRENA, SA",0,265878.42,3,0
2009,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,17,Battelle,BEARINGPOINT [NORTH AMERICAN PUBLIC SERVICES],0,261133.5,10,0
2009,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,0,131624954^!,131624954,NULL,261000,2,1
2009,59:34.8,State and IAP,State,179,Honeywell,HONEYWELL,0,260765.26,10,0
2009,59:34.8,State and IAP,USAID,94,GARTNER^,GARTNER,0,258441.84,4,0
2009,59:34.8,State and IAP,PEACE CORPS,0,782957927^!,782957927,NULL,253333.2,3,1
2009,59:34.8,State and IAP,NULL,0,068697523^!,68697523,NULL,249893.2,1,1
2009,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,18,HUMAN SERVICE GROUP^,HUMAN SERVICE GROUP,0,247835.57,1,0
2009,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,19,IRIS^,IRIS,0,246327.43,1,0
2009,59:34.8,State and IAP,PEACE CORPS,12,DLT,DLT SOLUTIONS,0,245364.98,1,0
2009,59:34.8,State and IAP,NULL,0,943356014^!,943356014,NULL,236442,1,1
2009,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,0,070923854^!,70923854,NULL,232488.53,3,1
2009,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,20,Washington Metropolitan Authority^,Washington Metropolitan Authority,0,232383.65,3,0
2009,59:34.8,State and IAP,NULL,0,868724279^!,868724279,NULL,224830.84,1,1
2009,59:34.8,State and IAP,State,186,Johns Hopkins APL,JOHNS HOPKINS UNIVERSITY,0,222441.48,7,0
2009,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,21,ACADEMY FOR EDUCATIONAL DEVELOPMENT (AED)^,ACADEMY FOR EDUCATIONAL DEVELOPMENT (AED),0,217567.16,1,0
2009,59:34.8,State and IAP,PEACE CORPS,13,NANA DEVELOPMENT CORP^!,NANA DEVELOPMENT CORP,0,217038,2,1
2009,59:34.8,State and IAP,NULL,0,785621988^!,785621988,NULL,216964.91,1,1
2009,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,0,147368844^!,147368844,NULL,215000,1,1
2009,59:34.8,State and IAP,USAID,95,Panalpina^,Panalpina,0,211942,1,0
2009,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,0,962073060^!,962073060,NULL,210000,2,1
2009,59:34.8,State and IAP,USAID,96,MITRE,THE MITRE,0,204965,1,0
2009,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,0,040549180^!,40549180,NULL,200450,1,1
2009,59:34.8,State and IAP,State,193,Textron,TEXTRON,0,200221.96,4,0
2009,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,0,179668764^!,179668764,NULL,198990,3,1
2009,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,0,158036041^!,158036041,NULL,198610.76,3,1
2009,59:34.8,State and IAP,State,196,TRW [NORTHROP GRUMMAN]^!,TRW [NORTHROP GRUMMAN],0,194872.62,5,1
2009,59:34.8,State and IAP,NULL,0,114359180^!,114359180,NULL,192580,4,1
2009,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,0,171217073^!,171217073,NULL,191354.85,2,1
2009,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,0,780493222^!,780493222,NULL,190057.92,3,1
2009,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,0,615713547^!,615713547,NULL,188386,1,1
2009,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,0,612539101^!,612539101,NULL,187355.93,2,1
2009,59:34.8,State and IAP,NULL,0,106701449^!,106701449,NULL,186245,5,1
2009,59:34.8,State and IAP,PEACE CORPS,0,068528376^!,68528376,NULL,183681.03,4,1
2009,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,22,THE FORGE COMPANY^,THE FORGE COMPANY,0,181256.22,1,0
2009,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,0,787979991^!,787979991,NULL,174396.06,2,1
2009,59:34.8,State and IAP,PEACE CORPS,0,785818563^!,785818563,NULL,173594,6,1
2009,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,0,565665858^!,565665858,NULL,171469.75,1,1
2009,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,0,943232827^!,943232827,NULL,170238.08,2,1
2009,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,23,Chemonics International,CHEMONICS INTERNATIONAL,0,169368,4,0
2009,59:34.8,State and IAP,NULL,0,621503718^!,621503718,NULL,166654,4,1
2009,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,0,831932343^!,831932343,NULL,166252.61,1,1
2009,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,0,253648745^!,253648745,NULL,164466.25,1,1
2009,59:34.8,State and IAP,USAID,97,DLT,DLT SOLUTIONS,0,164120.7,1,0
2009,59:34.8,State and IAP,PEACE CORPS,0,168430267^!,168430267,NULL,163753.74,10,1
2009,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,0,854945354^!,854945354,NULL,160393.89,4,1
2009,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,0,147856269^!,147856269,NULL,159524,2,1
2009,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,0,829527832^!,829527832,NULL,158760.8,1,1
2009,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,0,624118548^!,624118548,NULL,156166.05,2,1
2009,59:34.8,State and IAP,USAID,98,Washington Metropolitan Authority^,Washington Metropolitan Authority,0,156023.44,7,0
2009,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,0,362687423^!,362687423,NULL,155919.8,1,1
2009,59:34.8,State and IAP,USAID,99,General Electric,GENERAL ELECTRIC,0,155296,2,0
2009,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,0,626619907^!,626619907,NULL,150558.43,3,1
2009,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,0,077238624^!,77238624,NULL,150000,4,1
2009,59:34.8,State and IAP,PEACE CORPS,0,020164638^!,20164638,NULL,150000,1,1
2009,59:34.8,State and IAP,USAID,100,Motorola,MOTOROLA,0,148577.73,2,0
2009,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,24,RICOH^,RICOH,0,144618.01,4,0
2009,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,0,801511874^!,801511874,NULL,144411.94,2,1
2009,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,0,143310378^!,143310378,NULL,140361.43,1,1
2009,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,0,623856007^!,623856007,NULL,138337.27,1,1
2009,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,0,739339943^!,739339943,NULL,132395,3,1
2009,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,0,106711737^!,106711737,NULL,130640.15,1,1
2009,59:34.8,State and IAP,NULL,0,828733431^!,828733431,NULL,130158.45,4,1
2009,59:34.8,State and IAP,PEACE CORPS,0,066523528^!,66523528,NULL,127706.5,8,1
2009,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,0,787909253^!,787909253,NULL,124028.38,3,1
2009,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,0,555764872^!,555764872,NULL,122481.51,12,1
2009,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,0,027370746^!,27370746,NULL,122026.87,2,1
2009,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,0,787045579^!,787045579,NULL,121664.83,2,1
2009,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,0,828152806^!,828152806,NULL,121128.38,3,1
2009,59:34.8,State and IAP,PEACE CORPS,0,803786904^!,803786904,NULL,119100,NULL,1
2009,59:34.8,State and IAP,PEACE CORPS,14,GTSI^,GTSI,0,117821.96,3,0
2009,59:34.8,State and IAP,PEACE CORPS,0,130452431^!,130452431,NULL,114838.58,NULL,1
2009,59:34.8,State and IAP,NULL,0,131329984^!,131329984,NULL,114769.92,2,1
2009,59:34.8,State and IAP,NULL,0,169800849^!,169800849,NULL,113609,6,1
2009,59:34.8,State and IAP,PEACE CORPS,0,168565179^!,168565179,NULL,112322.48,NULL,1
2009,59:34.8,State and IAP,PEACE CORPS,0,022416853^!,22416853,NULL,111820,1,1
2009,59:34.8,State and IAP,State,209,General Dynamics,GENERAL DYNAMICS,0,111480.39,13,0
2009,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,0,852442685^!,852442685,NULL,111377.27,3,1
2009,59:34.8,State and IAP,NULL,0,172036936^!,172036936,NULL,109431,2,1
2009,59:34.8,State and IAP,PEACE CORPS,0,130698921^!,130698921,NULL,107908.29,1,1
2009,59:34.8,State and IAP,PEACE CORPS,0,947371019^!,947371019,NULL,107405.93,NULL,1
2009,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,0,809579613^!,809579613,NULL,106803.95,4,1
2009,59:34.8,State and IAP,NULL,0,928863471^!,928863471,NULL,106000,3,1
2009,59:34.8,State and IAP,PEACE CORPS,0,041466173^!,41466173,NULL,105661.53,NULL,1
2009,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,0,019632277^!,19632277,NULL,105358.1,1,1
2009,59:34.8,State and IAP,PEACE CORPS,0,557732678^!,557732678,NULL,104505.74,2,1
2009,59:34.8,State and IAP,PEACE CORPS,0,196890490^!,196890490,NULL,103107.26,NULL,1
2009,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,0,624116310^!,624116310,NULL,102677.09,1,1
2009,59:34.8,State and IAP,PEACE CORPS,0,181416228^!,181416228,NULL,101721.38,NULL,1
2009,59:34.8,State and IAP,PEACE CORPS,0,830632423^!,830632423,NULL,100462.97,NULL,1
2009,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,0,844098140^!,844098140,NULL,100385,1,1
2009,59:34.8,State and IAP,PEACE CORPS,0,027072375^!,27072375,NULL,100247.29,NULL,1
2009,59:34.8,State and IAP,PEACE CORPS,0,333923548^!,333923548,NULL,100000,NULL,1
2009,59:34.8,State and IAP,PEACE CORPS,0,600776801^!,600776801,NULL,97707.64,NULL,1
2009,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,0,807771147^!,807771147,NULL,97625.5,2,1
2009,59:34.8,State and IAP,PEACE CORPS,0,565415403^!,565415403,NULL,97013.55,NULL,1
2009,59:34.8,State and IAP,PEACE CORPS,0,858579725^!,858579725,NULL,94487.5,2,1
2009,59:34.8,State and IAP,NULL,0,969427228^!,969427228,NULL,93000,3,1
2009,59:34.8,State and IAP,NULL,0,019804678^!,19804678,NULL,92000,2,1
2009,59:34.8,State and IAP,PEACE CORPS,0,130452423^!,130452423,NULL,91224.9,NULL,1
2009,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,0,153500434^!,153500434,NULL,90000,2,1
2009,59:34.8,State and IAP,NULL,0,030873645^!,30873645,NULL,89928,5,1
2009,59:34.8,State and IAP,PEACE CORPS,0,139715879^!,139715879,NULL,89236.74,NULL,1
2009,59:34.8,State and IAP,PEACE CORPS,0,830294067^!,830294067,NULL,88515.5,NULL,1
2009,59:34.8,State and IAP,PEACE CORPS,0,NULL,Unranked Vendor,NULL,88149.02,115,1
2009,59:34.8,State and IAP,PEACE CORPS,0,146011601^!,146011601,NULL,86762.83,NULL,1
2009,59:34.8,State and IAP,PEACE CORPS,0,185275505^!,185275505,NULL,86604.78,2,1
2009,59:34.8,State and IAP,PEACE CORPS,0,165000923^!,165000923,NULL,86277.23,NULL,1
2009,59:34.8,State and IAP,PEACE CORPS,0,009645623^!,9645623,NULL,85970,1,1
2009,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,25,Mythics,MYTHICS,0,84060,1,0
2009,59:34.8,State and IAP,PEACE CORPS,0,784821761^!,784821761,NULL,84024.93,4,1
2009,59:34.8,State and IAP,PEACE CORPS,0,121382431^!,121382431,NULL,83587.33,NULL,1
2009,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,0,606632917^!,606632917,NULL,82898.33,5,1
2009,59:34.8,State and IAP,PEACE CORPS,15,GARTNER^,GARTNER,0,81820,1,0
2009,59:34.8,State and IAP,PEACE CORPS,0,131490760^!,131490760,NULL,81226.71,NULL,1
2009,59:34.8,State and IAP,PEACE CORPS,0,604753918^!,604753918,NULL,79643.64,NULL,1
2009,59:34.8,State and IAP,NULL,0,141171806^!,141171806,NULL,77500,1,1
2009,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,0,603990396^!,603990396,NULL,76500,1,1
2009,59:34.8,State and IAP,PEACE CORPS,16,IMMIXGROUP,IMMIXGROUP,0,75967.92,4,0
2009,59:34.8,State and IAP,PEACE CORPS,0,012994567^!,12994567,NULL,75351.68,2,1
2009,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,0,796940406^!,796940406,NULL,75039,2,1
2009,59:34.8,State and IAP,NULL,0,869208793^!,869208793,NULL,74884.11,4,1
2009,59:34.8,State and IAP,NULL,0,083867119^!,83867119,NULL,74865.2,1,1
2009,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,0,831006106^!,831006106,NULL,74844.03,1,1
2009,59:34.8,State and IAP,NULL,0,186562521^!,186562521,NULL,74112,1,1
2009,59:34.8,State and IAP,PEACE CORPS,17,Fedex,FEDEX,0,73750,5,0
2009,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,0,153907303^!,153907303,NULL,73416.24,1,1
2009,59:34.8,State and IAP,PEACE CORPS,18,PRESIDIO TRUST^,PRESIDIO TRUST,0,72579.25,2,0
2009,59:34.8,State and IAP,NULL,0,126497122^!,126497122,NULL,72500,2,1
2009,59:34.8,State and IAP,PEACE CORPS,0,196090059^!,196090059,NULL,69990.16,NULL,1
2009,59:34.8,State and IAP,USAID,112,Hewlett-Packard,HEWLETT PACKARD,0,68880.01,4,0
2009,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,26,LANGE JEAN R^,LANGE JEAN R,0,68142.48,1,0
2009,59:34.8,State and IAP,PEACE CORPS,0,600776806^!,600776806,NULL,67058.7,NULL,1
2009,59:34.8,State and IAP,PEACE CORPS,19,University of California,UNIVERSITY OF CALIFORNIA,0,66471,4,0
2009,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,0,789547812^!,789547812,NULL,66386.49,2,1
2009,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,0,189791572^!,189791572,NULL,65105.3,1,1
2009,59:34.8,State and IAP,NULL,0,143158157^!,143158157,NULL,64995,1,1
2009,59:34.8,State and IAP,NULL,0,932296486^!,932296486,NULL,64935,1,1
2009,59:34.8,State and IAP,PEACE CORPS,0,155075369^!,155075369,NULL,64180,2,1
2009,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,0,781797712^!,781797712,NULL,61575,1,1
2009,59:34.8,State and IAP,PEACE CORPS,20,BAE Systems,BAE SYSTEMS,0,60597,1,0
2009,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,0,780245176^!,780245176,NULL,59897.83,1,1
2009,59:34.8,State and IAP,NULL,0,619199826^!,619199826,NULL,59734,1,1
2009,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,0,243333270^!,243333270,NULL,59699.66,1,1
2009,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,0,001317023^!,1317023,NULL,57800,2,1
2009,59:34.8,State and IAP,PEACE CORPS,0,618510192^!,618510192,NULL,57151.33,1,1
2009,59:34.8,State and IAP,PEACE CORPS,21,Hewlett-Packard,HEWLETT PACKARD,0,56898.03,2,0
2009,59:34.8,State and IAP,PEACE CORPS,0,009841798^!,9841798,NULL,54316,NULL,1
2009,59:34.8,State and IAP,PEACE CORPS,22,AT&T,AT&T,0,54132.76,3,0
2009,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,0,954532573^!,954532573,NULL,53957.36,7,1
2009,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,27,CARAHSOFT TECHNOLOGY^,CARAHSOFT TECHNOLOGY,0,52310,2,0
2009,59:34.8,State and IAP,NULL,0,830592015^!,830592015,NULL,51993.6,1,1
2009,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,0,827134763^!,827134763,NULL,51456.75,1,1
2009,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,0,807012476^!,807012476,NULL,50617.03,8,1
2009,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,0,828070479^!,828070479,NULL,50550.37,1,1
2009,59:34.8,State and IAP,NULL,0,803907448^!,803907448,NULL,49996.8,1,1
2009,59:34.8,State and IAP,NULL,0,829770747^!,829770747,NULL,49996,1,1
2009,59:34.8,State and IAP,NULL,0,023035269^!,23035269,NULL,49681.06,1,1
2009,59:34.8,State and IAP,PEACE CORPS,0,932489628^!,932489628,NULL,49326.13,3,1
2009,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,0,784133212^!,784133212,NULL,48590,NULL,1
2009,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,0,800401593^!,800401593,NULL,48342.04,1,1
2009,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,0,806266990^!,806266990,NULL,47258.25,1,1
2009,59:34.8,State and IAP,NULL,0,013611558^!,13611558,NULL,45000,1,1
2009,59:34.8,State and IAP,NULL,0,622822559^!,622822559,NULL,44423,1,1
2009,59:34.8,State and IAP,NULL,0,136568529^!,136568529,NULL,43944,1,1
2009,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,0,831894501^!,831894501,NULL,43884.47,1,1
2009,59:34.8,State and IAP,NULL,0,958389421^!,958389421,NULL,42500,1,1
2009,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,0,039774232^!,39774232,NULL,41617.49,2,1
2009,59:34.8,State and IAP,PEACE CORPS,23,GEORGE WASHINGTON UNIVERSITY^,GEORGE WASHINGTON UNIVERSITY,0,40000,NULL,0
2009,59:34.8,State and IAP,PEACE CORPS,0,831288548^!,831288548,NULL,39868,2,1
2009,59:34.8,State and IAP,PEACE CORPS,0,011149023^!,11149023,NULL,39407.55,4,1
2009,59:34.8,State and IAP,NULL,0,141618590^!,141618590,NULL,38500,1,1
2009,59:34.8,State and IAP,PEACE CORPS,0,187531934^!,187531934,NULL,38118,4,1
2009,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,0,788288475^!,788288475,NULL,37977.5,1,1
