Fiscal_Year,Query_Run,Customer,SubCustomer,AnnualSubCustomerVendorRank,ContractorDisplayName,ParentID,JointVenture,SumOfobligatedAmount,SumOfnumberOfActions,WarningFlag
2009,59:34.8,State and IAP,USAID,0,784077174^!,784077174,NULL,13771687,12,1
2009,59:34.8,State and IAP,USAID,0,146589155^!,146589155,NULL,13717000,8,1
2009,59:34.8,State and IAP,State,0,790144414^!,790144414,NULL,13622978.41,140,1
2009,59:34.8,State and IAP,State,0,006928923^!,6928923,NULL,13354342.24,4,1
2009,59:34.8,State and IAP,State,0,103312802^!,103312802,NULL,13254980.13,44,1
2009,59:34.8,State and IAP,State,44,EMCOR COMPANY^,EMCOR COMPANY,0,12922948.57,79,0
2009,59:34.8,State and IAP,State,45,RONCO CONSULTING^,RONCO CONSULTING,0,12832408.27,17,0
2009,59:34.8,State and IAP,State,0,141172358^!,141172358,NULL,12769478,27,1
2009,59:34.8,State and IAP,State,0,179773952^!,179773952,NULL,12535243,14,1
2009,59:34.8,State and IAP,State,46,US INVESTIGATIONS SERVICES^,US INVESTIGATIONS SERVICES,0,12365294.53,130,0
2009,59:34.8,State and IAP,State,0,071376144^!,71376144,NULL,12259799.51,30,1
2009,59:34.8,State and IAP,State,47,AMERICAN MANAGEMENT SYSTEMS^,AMERICAN MANAGEMENT SYSTEMS,0,12043876.43,45,0
2009,59:34.8,State and IAP,State,0,194895236^!,194895236,NULL,11770688.19,26,1
2009,59:34.8,State and IAP,State,0,169422743^!,169422743,NULL,11758244.17,5,1
2009,59:34.8,State and IAP,State,0,609233288^!,609233288,NULL,11604167,25,1
2009,59:34.8,State and IAP,USAID,0,793474003^!,793474003,NULL,11523197.4,3,1
2009,59:34.8,State and IAP,USAID,36,MACFADDEN & ASSOCIATES^,MACFADDEN & ASSOCIATES,0,10964088.59,20,0
2009,59:34.8,State and IAP,State,0,002582726^!,2582726,NULL,10857069.48,33,1
2009,59:34.8,State and IAP,USAID,37,SRA International,SRA INTERNATIONAL,0,10740011.73,17,0
2009,59:34.8,State and IAP,State,0,095080441^!,95080441,NULL,10428453.06,19,1
2009,59:34.8,State and IAP,USAID,38,ADVANCED ENGINEERING ASSOCIATE^,ADVANCED ENGINEERING ASSOCIATE,0,10425412,12,0
2009,59:34.8,State and IAP,USAID,39,DPK CONSULTING^,DPK CONSULTING,0,10334961.89,13,0
2009,59:34.8,State and IAP,State,0,Classified Domestic Contractor^,Classified Domestic Contractor,0,10192410.91,621,0
2009,59:34.8,State and IAP,USAID,0,038992228^!,38992228,NULL,10176078,11,1
2009,59:34.8,State and IAP,State,0,847414760^!,847414760,NULL,10164241,13,1
2009,59:34.8,State and IAP,State,0,071933279^!,71933279,NULL,9995505.16,2,1
2009,59:34.8,State and IAP,State,0,040767357^!,40767357,NULL,9976736.82,48,1
2009,59:34.8,State and IAP,State,48,Computer Sciences Corp.,COMPUTER SCIENCES,0,9921816.19,40,0
2009,59:34.8,State and IAP,USAID,0,072129919^!,72129919,NULL,9825956,6,1
2009,59:34.8,State and IAP,USAID,0,144933744^!,144933744,NULL,9671259.63,1,1
2009,59:34.8,State and IAP,State,49,SAIC,SAIC,0,9573301.74,54,0
2009,59:34.8,State and IAP,State,50,Mythics,MYTHICS,0,9506306.01,12,0
2009,59:34.8,State and IAP,USAID,40,EDUCATION DEVELOPMENT CENTER^,EDUCATION DEVELOPMENT CENTER,0,9421421.74,6,0
2009,59:34.8,State and IAP,State,51,ADT SECURITY SERVICES^,ADT SECURITY SERVICES,0,9396613.89,80,0
2009,59:34.8,State and IAP,State,0,609364307^!,609364307,NULL,9239094,2,1
2009,59:34.8,State and IAP,USAID,0,806257486^!,806257486,NULL,9171812,2,1
2009,59:34.8,State and IAP,State,0,166654298^!,166654298,NULL,9165552.47,9,1
2009,59:34.8,State and IAP,State,52,Motorola,MOTOROLA,0,9001827.34,154,0
2009,59:34.8,State and IAP,State,53,CATAPULT TECHNOLOGY^,CATAPULT TECHNOLOGY,0,8987899.71,8,0
2009,59:34.8,State and IAP,USAID,41,APL,AMERICAN PRESIDENT LINES,0,8801670,3,0
2009,59:34.8,State and IAP,State,0,801241642^!,801241642,NULL,8698146.09,16,1
2009,59:34.8,State and IAP,USAID,0,101180656^!,101180656,NULL,8683955.72,11,1
2009,59:34.8,State and IAP,USAID,42,JOHNSON CONTROLS^,JOHNSON CONTROLS,0,8676158.8,4,0
2009,59:34.8,State and IAP,State,0,081683828^!,81683828,NULL,8653312.19,35,1
2009,59:34.8,State and IAP,State,54,LIONEL HENDERSON &^,LIONEL HENDERSON &,0,8597369.31,133,0
2009,59:34.8,State and IAP,USAID,0,782053979^!,782053979,NULL,8530313,8,1
2009,59:34.8,State and IAP,State,0,102106952^!,102106952,NULL,8517963.24,5,1
2009,59:34.8,State and IAP,State,55,Hewlett-Packard,HEWLETT PACKARD,0,8478032.8,149,0
2009,59:34.8,State and IAP,State,0,160759135^!,160759135,NULL,8468626.64,3,1
2009,59:34.8,State and IAP,USAID,43,GEOLOGISTICS^,GEOLOGISTICS,0,8085424,9,0
2009,59:34.8,State and IAP,State,0,127459480^!,127459480,NULL,8082000,12,1
2009,59:34.8,State and IAP,State,0,122705259^!,122705259,NULL,8064183.32,75,1
2009,59:34.8,State and IAP,USAID,44,URBAN INSTITUTE^,URBAN INSTITUTE,0,7965258,9,0
2009,59:34.8,State and IAP,State,0,557360067^!,557360067,NULL,7948536.28,51,1
2009,59:34.8,State and IAP,USAID,45,AMERICAN MANAGEMENT SYSTEMS^,AMERICAN MANAGEMENT SYSTEMS,0,7890046.91,7,0
2009,59:34.8,State and IAP,USAID,0,728684028^!,728684028,NULL,7870730.42,8,1
2009,59:34.8,State and IAP,State,0,782957927^!,782957927,NULL,7863089.29,4,1
2009,59:34.8,State and IAP,State,56,HARDING SECURITY ASSOCIATES^,HARDING SECURITY ASSOCIATES,0,7602523.46,6,0
2009,59:34.8,State and IAP,State,0,053607107^!,53607107,NULL,7529438.23,20,1
2009,59:34.8,State and IAP,State,0,022617021^!,22617021,NULL,7482703.01,3,1
2009,59:34.8,State and IAP,State,0,499207371^!,499207371,NULL,7477912,3,1
2009,59:34.8,State and IAP,State,57,Dell,DELL,0,7453630.36,135,0
2009,59:34.8,State and IAP,State,0,202015897^!,202015897,NULL,7421324,2,1
2009,59:34.8,State and IAP,USAID,0,089481720^!,89481720,NULL,7376977.99,5,1
2009,59:34.8,State and IAP,State,0,611078007^!,611078007,NULL,7289224,7,1
2009,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,0,612399803^!,612399803,NULL,7280964.88,10,1
2009,59:34.8,State and IAP,State,0,131003563^!,131003563,NULL,7173857.32,21,1
2009,59:34.8,State and IAP,State,0,033324117^!,33324117,NULL,7160202.79,67,1
2009,59:34.8,State and IAP,State,0,011506149^!,11506149,NULL,7122154.48,8,1
2009,59:34.8,State and IAP,State,0,718817539^!,718817539,NULL,7067905,2,1
2009,59:34.8,State and IAP,State,58,PAL TECH^,PAL TECH,0,7002114.77,33,0
2009,59:34.8,State and IAP,State,0,556126928^!,556126928,NULL,6946413.99,123,1
2009,59:34.8,State and IAP,State,0,041883971^!,41883971,NULL,6925628.95,23,1
2009,59:34.8,State and IAP,State,0,626405257^!,626405257,NULL,6907567.88,11,1
2009,59:34.8,State and IAP,State,59,GOLDBELT^,GOLDBELT,0,6877613.89,47,0
2009,59:34.8,State and IAP,State,0,139416494^!,139416494,NULL,6868123.75,2,1
2009,59:34.8,State and IAP,State,0,013939918^!,13939918,NULL,6770962,1,1
2009,59:34.8,State and IAP,State,60,PITNEY BOWES^,PITNEY BOWES,0,6684530.63,42,0
2009,59:34.8,State and IAP,State,0,063786032^!,63786032,NULL,6675483,21,1
2009,59:34.8,State and IAP,State,61,Booz Allen Hamilton,BOOZ ALLEN HAMILTON,0,6671198.39,29,0
2009,59:34.8,State and IAP,State,0,784371478^!,784371478,NULL,6639607.26,3,1
2009,59:34.8,State and IAP,State,62,Smiths Group,SMITHS GROUP,0,6491298.51,21,0
2009,59:34.8,State and IAP,USAID,0,929902690^!,929902690,NULL,6332862,1,1
2009,59:34.8,State and IAP,State,0,037723202^!,37723202,NULL,6269578.13,93,1
2009,59:34.8,State and IAP,State,0,802314120^!,802314120,NULL,6224649.35,13,1
2009,59:34.8,State and IAP,State,63,CARAHSOFT TECHNOLOGY^,CARAHSOFT TECHNOLOGY,0,6218682.41,53,0
2009,59:34.8,State and IAP,State,0,644128506^!,644128506,NULL,6193750,1,1
2009,59:34.8,State and IAP,USAID,0,111092144^!,111092144,NULL,6151133,7,1
2009,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,1,Computer Sciences Corp.,COMPUTER SCIENCES,0,6092903.94,21,0
2009,59:34.8,State and IAP,State,0,162304351^!,162304351,NULL,6088047.01,85,1
2009,59:34.8,State and IAP,State,0,615378007^!,615378007,NULL,6012970.32,23,1
2009,59:34.8,State and IAP,State,0,051689847^!,51689847,NULL,6006000,4,1
2009,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,0,198236437^!,198236437,NULL,5984768.89,5,1
2009,59:34.8,State and IAP,State,0,062017702^!,62017702,NULL,5983678.13,6,1
2009,59:34.8,State and IAP,State,0,005987268^!,5987268,NULL,5821153.46,45,1
2009,59:34.8,State and IAP,State,0,077523426^!,77523426,NULL,5799962.08,21,1
2009,59:34.8,State and IAP,PEACE CORPS,0,086710329^!,86710329,NULL,5682222.35,NULL,1
2009,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,0,112951889^!,112951889,NULL,5597854.27,134,1
2009,59:34.8,State and IAP,USAID,46,PATHFINDER INTERNATIONAL^,PATHFINDER INTERNATIONAL,0,5590601,3,0
2009,59:34.8,State and IAP,State,0,160109500^!,160109500,NULL,5589491.65,4,1
2009,59:34.8,State and IAP,USAID,47,NEXANT^,NEXANT,0,5549338,5,0
2009,59:34.8,State and IAP,USAID,48,NATIONAL CENTER FOR STATE COUR^,NATIONAL CENTER FOR STATE COUR,0,5525000,8,0
2009,59:34.8,State and IAP,USAID,49,Johns Hopkins APL,JOHNS HOPKINS UNIVERSITY,0,5519500,3,0
2009,59:34.8,State and IAP,USAID,50,GLOBAL STRATEGIES GROUP^,GLOBAL STRATEGIES GROUP,0,5500000,1,0
2009,59:34.8,State and IAP,USAID,0,808262042^!,808262042,NULL,5452783.62,4,1
2009,59:34.8,State and IAP,State,0,143147762^!,143147762,NULL,5290201.84,7,1
2009,59:34.8,State and IAP,State,64,MDU RESOURCES^,MDU RESOURCES,0,5286817.19,34,0
2009,59:34.8,State and IAP,State,65,Parsons,PARSONS,0,5242725,4,0
2009,59:34.8,State and IAP,State,0,877501676^!,877501676,NULL,5209087.23,7,1
2009,59:34.8,State and IAP,State,0,190565700^!,190565700,NULL,5175942.97,3,1
2009,59:34.8,State and IAP,State,0,253678080^!,253678080,NULL,5139027.29,10,1
2009,59:34.8,State and IAP,State,66,NOBLIS^,NOBLIS,0,5106093.56,19,0
2009,59:34.8,State and IAP,State,67,ICF KAISER INTERNATIONAL^,ICF KAISER INTERNATIONAL,0,5057700.98,5,0
2009,59:34.8,State and IAP,USAID,51,WEIDEMANN ASSOCIATES ORPOR^,WEIDEMANN ASSOCIATES ORPOR,0,5023549,9,0
2009,59:34.8,State and IAP,State,0,142444699^!,142444699,NULL,4911360.08,45,1
2009,59:34.8,State and IAP,USAID,52,AT&T,AT&T,0,4909456.92,23,0
2009,59:34.8,State and IAP,State,0,108890997^!,108890997,NULL,4879033.3,8,1
2009,59:34.8,State and IAP,State,0,158492327^!,158492327,NULL,4857122.99,7,1
2009,59:34.8,State and IAP,USAID,53,DEVTECH SYSTEMS^,DEVTECH SYSTEMS,0,4769844,7,0
2009,59:34.8,State and IAP,State,68,IMMIXGROUP,IMMIXGROUP,0,4751032.52,57,0
2009,59:34.8,State and IAP,USAID,0,122190242^!,122190242,NULL,4701515,4,1
2009,59:34.8,State and IAP,State,0,366429447^!,366429447,NULL,4664220.92,9,1
2009,59:34.8,State and IAP,State,69,AECOM Technology,AECOM TECHNOLOGY,0,4629862,8,0
2009,59:34.8,State and IAP,USAID,54,IBM,IBM,0,4565337.88,17,0
2009,59:34.8,State and IAP,State,70,UPS,UPS,0,4508027,1,0
2009,59:34.8,State and IAP,USAID,0,869967232^!,869967232,NULL,4505048,5,1
2009,59:34.8,State and IAP,State,0,565564093^!,565564093,NULL,4501324.95,2,1
2009,59:34.8,State and IAP,USAID,0,644774499^!,644774499,NULL,4500000,2,1
2009,59:34.8,State and IAP,State,71,AT&T,AT&T,0,4427049.28,26,0
2009,59:34.8,State and IAP,USAID,0,108254181^!,108254181,NULL,4423043.7,2,1
2009,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,0,246375240^!,246375240,NULL,4419839.06,5,1
2009,59:34.8,State and IAP,State,72,AMERICAN SYSTEMS^,AMERICAN SYSTEMS,0,4359600.81,40,0
2009,59:34.8,State and IAP,USAID,55,ACDI/VOCA^,ACDI/VOCA,0,4349928.57,3,0
2009,59:34.8,State and IAP,State,0,007240653^!,7240653,NULL,4282673.46,3,1
2009,59:34.8,State and IAP,State,0,099972734^!,99972734,NULL,4265591,3,1
2009,59:34.8,State and IAP,State,0,825385656^!,825385656,NULL,4257311,2,1
2009,59:34.8,State and IAP,State,73,KIMBALL^,KIMBALL,0,4221937.94,45,0
2009,59:34.8,State and IAP,State,74,PREFERRED SYSTEMS SOLUTIONS^,PREFERRED SYSTEMS SOLUTIONS,0,4209222.45,6,0
2009,59:34.8,State and IAP,USAID,0,006979509^!,6979509,NULL,4194632.55,4,1
2009,59:34.8,State and IAP,State,0,252012711^!,252012711,NULL,4132419,6,1
2009,59:34.8,State and IAP,State,0,141090170^!,141090170,NULL,4061067.33,17,1
2009,59:34.8,State and IAP,USAID,0,073272692^!,73272692,NULL,4049450,3,1
2009,59:34.8,State and IAP,State,0,945723187^!,945723187,NULL,4046361.88,4,1
2009,59:34.8,State and IAP,State,0,929323525^!,929323525,NULL,4034309,3,1
2009,59:34.8,State and IAP,State,0,004874793^!,4874793,NULL,4012530.52,37,1
2009,59:34.8,State and IAP,State,0,006810027^!,6810027,NULL,3984068.39,24,1
2009,59:34.8,State and IAP,State,75,PRICEWATERHOUSECOOPERS^,PRICEWATERHOUSECOOPERS,0,3942425.42,8,0
2009,59:34.8,State and IAP,State,0,001665954^!,1665954,NULL,3941513.71,62,1
2009,59:34.8,State and IAP,State,0,082345489^!,82345489,NULL,3934950,3,1
2009,59:34.8,State and IAP,State,0,609590554^!,609590554,NULL,3932637.77,12,1
2009,59:34.8,State and IAP,State,0,054045922^!,54045922,NULL,3931048.84,6,1
2009,59:34.8,State and IAP,State,76,OPE TECHNOLOGY GROUP^,OPE TECHNOLOGY GROUP,0,3911898.07,13,0
2009,59:34.8,State and IAP,State,0,613440130^!,613440130,NULL,3870799.83,7,1
2009,59:34.8,State and IAP,State,0,126925267^!,126925267,NULL,3865560.17,5,1
2009,59:34.8,State and IAP,USAID,0,782806111^!,782806111,NULL,3840615,1,1
2009,59:34.8,State and IAP,USAID,56,STATE UNIVERSITY OF NEW YORK^,STATE UNIVERSITY OF NEW YORK,0,3771005,7,0
2009,59:34.8,State and IAP,USAID,0,105649912^!,105649912,NULL,3736041,7,1
2009,59:34.8,State and IAP,State,77,HERMAN MILLER^,HERMAN MILLER,0,3702929.57,241,0
2009,59:34.8,State and IAP,USAID,57,THE MITCHELL GROUP^,THE MITCHELL GROUP,0,3532779.78,8,0
2009,59:34.8,State and IAP,State,78,Boeing,BOEING,0,3532216.14,20,0
2009,59:34.8,State and IAP,USAID,0,081821105^!,81821105,NULL,3419249,9,1
2009,59:34.8,State and IAP,State,79,WORLD WIDE TECHNOLOGY^,WORLD WIDE TECHNOLOGY,0,3414954.91,32,0
2009,59:34.8,State and IAP,USAID,0,114391543^!,114391543,NULL,3391152.77,2,1
2009,59:34.8,State and IAP,State,80,ITT,ITT,0,3378018.51,14,0
2009,59:34.8,State and IAP,USAID,0,078432403^!,78432403,NULL,3368845,11,1
2009,59:34.8,State and IAP,State,81,LB & B ASSOCIATES^,LB & B ASSOCIATES,0,3340885.23,9,0
2009,59:34.8,State and IAP,State,82,BROOKS RANGE CONTRACT SERVICES^,BROOKS RANGE CONTRACT SERVICES,0,3260154.48,31,0
2009,59:34.8,State and IAP,State,83,Coffey International,COFFEY INTERNATIONAL,0,3253845.5,3,0
2009,59:34.8,State and IAP,State,84,RAI^,RAI,0,3171580.63,87,0
2009,59:34.8,State and IAP,State,85,Elmi Olindo Contractors Private Limited Company^,Elmi Olindo Contractors Private Limited Company,0,3129174.38,1,0
2009,59:34.8,State and IAP,USAID,0,106741978^!,106741978,NULL,3125065,3,1
2009,59:34.8,State and IAP,USAID,0,895025864^!,895025864,NULL,3022893,1,1
2009,59:34.8,State and IAP,USAID,58,PRICEWATERHOUSECOOPERS^,PRICEWATERHOUSECOOPERS,0,3018323,2,0
2009,59:34.8,State and IAP,State,86,ATK,ATK,0,3013870,8,0
2009,59:34.8,State and IAP,USAID,0,654645506^!,654645506,NULL,3000000,1,1
2009,59:34.8,State and IAP,USAID,59,BAE Systems,BAE SYSTEMS,0,2890704.17,4,0
2009,59:34.8,State and IAP,USAID,0,161157631^!,161157631,NULL,2827559,22,1
2009,59:34.8,State and IAP,USAID,0,071050090^!,71050090,NULL,2817209,4,1
2009,59:34.8,State and IAP,State,87,AES^,AES,0,2720812.86,84,0
2009,59:34.8,State and IAP,State,88,ABACUS TECHNOLOGY^,ABACUS TECHNOLOGY,0,2695334.3,2,0
2009,59:34.8,State and IAP,State,89,GARTNER^,GARTNER,0,2669412.56,24,0
2009,59:34.8,State and IAP,USAID,0,847414760^!,847414760,NULL,2609170,7,1
2009,59:34.8,State and IAP,USAID,0,055990261^!,55990261,NULL,2594261.01,4,1
2009,59:34.8,State and IAP,State,90,OLIN^,OLIN,0,2511864,9,0
2009,59:34.8,State and IAP,USAID,0,046680331^!,46680331,NULL,2507192.46,7,1
2009,59:34.8,State and IAP,State,91,Atlantic Diving Supply,ATLANTIC DIVING SUPPLY,0,2504679.84,42,0
2009,59:34.8,State and IAP,USAID,0,042811732^!,42811732,NULL,2502816,6,1
2009,59:34.8,State and IAP,State,92,SYNNEX^,SYNNEX,0,2412685.75,30,0
2009,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,2,Booz Allen Hamilton,BOOZ ALLEN HAMILTON,0,2402694.1,7,0
2009,59:34.8,State and IAP,USAID,60,JUAREZ & ASSOCIATES^,JUAREZ & ASSOCIATES,0,2389759,10,0
2009,59:34.8,State and IAP,USAID,0,604483045^!,604483045,NULL,2350000,1,1
2009,59:34.8,State and IAP,State,93,SMITHGROUP^,SMITHGROUP,0,2348992,12,0
2009,59:34.8,State and IAP,USAID,0,184033744^!,184033744,NULL,2339650.39,4,1
2009,59:34.8,State and IAP,State,94,GTSI^,GTSI,0,2235551.64,34,0
2009,59:34.8,State and IAP,PEACE CORPS,1,TOYOTA^,TOYOTA,0,2215173.23,12,0
2009,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,3,ICF KAISER INTERNATIONAL^,ICF KAISER INTERNATIONAL,0,2214757.82,7,0
2009,59:34.8,State and IAP,State,95,EC AMERICA^,EC AMERICA,0,2196036.65,16,0
2009,59:34.8,State and IAP,State,96,INTELLIGENT DECISIONS^,INTELLIGENT DECISIONS,0,2184899.52,57,0
2009,59:34.8,State and IAP,PEACE CORPS,0,158988795^!,158988795,NULL,2159812.4,2,1
2009,59:34.8,State and IAP,State,97,OSSI SAFENET SECURITY SERVICES^,OSSI SAFENET SECURITY SERVICES,0,2151003.71,13,0
2009,59:34.8,State and IAP,USAID,61,EAST WEST MANAGEMENT INSTITUTE^,EAST WEST MANAGEMENT INSTITUTE,0,2139006,3,0
2009,59:34.8,State and IAP,State,98,Reed Elsevier,Reed Elsevier,0,2135910.04,14,0
2009,59:34.8,State and IAP,USAID,62,Lakeshore,LAKESHORE TOLTEST,0,2100000,3,0
2009,59:34.8,State and IAP,USAID,0,090216198^!,90216198,NULL,2023000,2,1
2009,59:34.8,State and IAP,State,99,American Red Cross^,American Red Cross,0,2000000,1,0
2009,59:34.8,State and IAP,USAID,63,SAIC,SAIC,0,2000000,2,0
2009,59:34.8,State and IAP,State,100,RGII TECHNOLOGIES^,RGII TECHNOLOGIES,0,1979785.55,7,0
2009,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,4,NATHAN ASSOCIATES^,NATHAN ASSOCIATES,0,1976074.05,4,0
2009,59:34.8,State and IAP,USAID,64,MEDITERRANEAN SHIPPING COMPANY^,MEDITERRANEAN SHIPPING COMPANY,0,1941240,3,0
2009,59:34.8,State and IAP,PEACE CORPS,2,Northrop Grumman,NORTHROP GRUMMAN,0,1906196.03,8,0
2009,59:34.8,State and IAP,USAID,0,021533653^!,21533653,NULL,1794442.72,1,1
2009,59:34.8,State and IAP,State,106,KBR,KELLOGG BROWN & ROOT,0,1792408.39,6,0
2009,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,0,167141329^!,167141329,NULL,1792144,3,1
2009,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,0,611603457^!,611603457,NULL,1783358.29,4,1
2009,59:34.8,State and IAP,State,108,Deloitte,DELOITTE,0,1780345.75,17,0
2009,59:34.8,State and IAP,USAID,0,148036148^!,148036148,NULL,1739616,3,1
2009,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,0,055990261^!,55990261,NULL,1738424.58,7,1
2009,59:34.8,State and IAP,USAID,65,Parsons,PARSONS,0,1666138,3,0
2009,59:34.8,State and IAP,USAID,0,832162536^!,832162536,NULL,1642426.75,23,1
2009,59:34.8,State and IAP,State,113,Tetra Tech,TETRA TECH,0,1628551.3,3,0
2009,59:34.8,State and IAP,USAID,0,872607668^!,872607668,NULL,1562000,4,1
2009,59:34.8,State and IAP,USAID,66,FURNITURE BRANDS INTERNATIONAL^,FURNITURE BRANDS INTERNATIONAL,0,1556450.15,24,0
2009,59:34.8,State and IAP,USAID,67,NANA DEVELOPMENT CORP^!,NANA DEVELOPMENT CORP,0,1513576.83,2,1
2009,59:34.8,State and IAP,USAID,0,796425853^!,796425853,NULL,1500000,2,1
2009,59:34.8,State and IAP,USAID,0,006253835^!,6253835,NULL,1500000,2,1
2009,59:34.8,State and IAP,State,0,NULL,Unranked Vendor,0,1492969,23,1
2009,59:34.8,State and IAP,USAID,0,102388969^!,102388969,NULL,1437272.43,3,1
2009,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,5,MATHEMATICA^,MATHEMATICA,0,1428729.89,9,0
2009,59:34.8,State and IAP,USAID,0,960214732^!,960214732,NULL,1420979.98,1,1
2009,59:34.8,State and IAP,State,116,MITRE,THE MITRE,0,1351395,7,0
2009,59:34.8,State and IAP,USAID,0,126597405^!,126597405,NULL,1342921,2,1
2009,59:34.8,State and IAP,PEACE CORPS,0,183217926^!,183217926,NULL,1329740.93,33,1
2009,59:34.8,State and IAP,USAID,0,037814956^!,37814956,NULL,1324853,1,1
2009,59:34.8,State and IAP,State,117,Qinetiq Group,QINETIQ GROUP,0,1305679.99,42,0
2009,59:34.8,State and IAP,USAID,68,CROWLEY MARITIME^,CROWLEY MARITIME,0,1300000,1,0
2009,59:34.8,State and IAP,PEACE CORPS,0,008698862^!,8698862,NULL,1297368,2,1
2009,59:34.8,State and IAP,USAID,0,534716225^!,534716225,NULL,1284372,1,1
2009,59:34.8,State and IAP,State,119,General Electric,GENERAL ELECTRIC,0,1273624.88,9,0
2009,59:34.8,State and IAP,USAID,69,INTERNATIONAL BUSINESS & TECHN^,INTERNATIONAL BUSINESS & TECHN,0,1272798.86,7,0
2009,59:34.8,State and IAP,USAID,0,072595457^!,72595457,NULL,1270077.22,3,1
2009,59:34.8,State and IAP,USAID,0,618510192^!,618510192,NULL,1259582.77,6,1
2009,59:34.8,State and IAP,USAID,0,074807124^!,74807124,NULL,1236059,2,1
2009,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,6,ECOLOGY & ENVIRONMENT^,ECOLOGY & ENVIRONMENT,0,1224356.4,3,0
2009,59:34.8,State and IAP,USAID,0,139407261^!,139407261,NULL,1199848,1,1
2009,59:34.8,State and IAP,USAID,0,786643569^!,786643569,NULL,1178610.62,8,1
2009,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,0,157019691^!,157019691,NULL,1161941.04,4,1
2009,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,0,064296205^!,64296205,NULL,1150245.55,2,1
2009,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,7,INTERNATIONAL BUSINESS & TECHN^,INTERNATIONAL BUSINESS & TECHN,0,1105943.06,4,0
2009,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,8,Deloitte,DELOITTE,0,1072653.47,7,0
2009,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,0,125230347^!,125230347,NULL,1063199.46,8,1
2009,59:34.8,State and IAP,USAID,0,804849896^!,804849896,NULL,1053498,8,1
2009,59:34.8,State and IAP,USAID,0,005066873^!,5066873,NULL,1011500,1,1
2009,59:34.8,State and IAP,PEACE CORPS,0,196681746^!,196681746,NULL,987291.29,3,1
2009,59:34.8,State and IAP,State,130,Hensel Phelps,HENSEL PHELPS CONSTRUCTION,0,986512.88,6,0
2009,59:34.8,State and IAP,PEACE CORPS,3,Washington Metropolitan Authority^,Washington Metropolitan Authority,0,979810,11,0
2009,59:34.8,State and IAP,USAID,70,Northrop Grumman,NORTHROP GRUMMAN,0,964262,7,0
2009,59:34.8,State and IAP,USAID,71,COMTEQ FEDERAL^,COMTEQ FEDERAL,0,948439.72,48,0
2009,59:34.8,State and IAP,USAID,0,825894421^!,825894421,NULL,946934.81,3,1
2009,59:34.8,State and IAP,PEACE CORPS,0,045404634^!,45404634,NULL,916990.09,11,1
2009,59:34.8,State and IAP,USAID,0,614877736^!,614877736,NULL,900000,2,1
2009,59:34.8,State and IAP,USAID,0,782795145^!,782795145,NULL,900000,1,1
2009,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,9,Stanley,STANLEY,0,898395.19,8,0
2009,59:34.8,State and IAP,USAID,0,091340943^!,91340943,NULL,887605,8,1
2009,59:34.8,State and IAP,State,138,Raytheon,RAYTHEON,0,870641.49,5,0
2009,59:34.8,State and IAP,USAID,0,039318308^!,39318308,NULL,859000,1,1
2009,59:34.8,State and IAP,USAID,72,PNC BANK NA^,PNC BANK NA,0,857729.94,2,0
2009,59:34.8,State and IAP,PEACE CORPS,4,GEOLOGISTICS^,GEOLOGISTICS,0,829984.85,26,0
2009,59:34.8,State and IAP,USAID,0,143047319^!,143047319,NULL,808829,10,1
2009,59:34.8,State and IAP,PEACE CORPS,5,Dell,DELL,0,806337.44,1,0
2009,59:34.8,State and IAP,USAID,0,534657536^!,534657536,NULL,797170,2,1
2009,59:34.8,State and IAP,PEACE CORPS,0,092538073^!,92538073,NULL,789758,NULL,1
2009,59:34.8,State and IAP,MILLENNIUM CHALLENGE CORPORATION,0,069512291^!,69512291,NULL,774936.88,5,1
2009,59:34.8,State and IAP,PEACE CORPS,6,SRA International,SRA INTERNATIONAL,0,767249.85,5,0
2009,59:34.8,State and IAP,USAID,73,CGI,CGI GROUP,0,757552,3,0
2009,59:34.8,State and IAP,USAID,0,826135345^!,826135345,NULL,751412,3,1
2009,59:34.8,State and IAP,USAID,0,959751165^!,959751165,NULL,745033.43,1,1
2009,59:34.8,State and IAP,USAID,74,ALLIED TECHNOLOGY GROUP^,ALLIED TECHNOLOGY GROUP,0,740095,1,0
