SubCustomer,ServicesCategory,VendorSize,SumOfobligatedAmount,SumOfnumberOfActions,Legacy
Air Force,ICT,Large (Small Subsidiary),537284.82,23,Professional Service
Air Force,ICT,Large: Big 6 (Small Subsidiary),42974011.42,137,Professional Service
Air Force,ICT,Medium <1B,202395273.2,1330,Professional Service
Air Force,MED,Large: Big 6,2963339.36,2,Other Service
Air Force,Products,Large: Big 6,19008546452,4822,Professional Service
Air Force,Products,Medium >1B (Small Subsidiary),57892.38,6,Professional Service
Army,FRS&C,Medium >1B,597826291.1,505,Other Service
Army,FRS&C,Medium >1B,199653270.6,606,Professional Service
Army,FRS&C,Unlabeled,699039765.7,4068,Other Service
Army,MED,Medium <1B,6559883.1,551,Professional Service
Army,Products,Large: Big 6 JV,1134823288,232,Professional Service
Army,R&D,Large,1652866248,2398,Professional Service
Army,R&D,Small,1536960538,5840,Professional Service
Army,R&D,Unlabeled,39256890.37,1275,Professional Service
Army,Unlabeled,Small,53119.84,4,Professional Service
DLA,FRS&C,Medium >1B,71995711.61,77,Professional Service
DLA,MED,Medium <1B,824593,8,Other Service
DLA,MED,Medium <1B,16218.5,5,Professional Service
DLA,Products,Large: Big 6,1435556570,15983,Professional Service
DLA,Products,Large: Big 6 JV,89944224.62,602,Professional Service
DLA,Products,Medium >1B (Small Subsidiary),4674766.83,67,Professional Service
DLA,R&D,Large,3021352.35,6,Professional Service
DLA,R&D,Small,6630107.25,31,Professional Service
MDA,FRS&C,Medium >1B,7666051.18,14,Professional Service
MDA,PAMS,Large,106902972.2,204,Professional Service
MDA,PAMS,Small,164415234.9,535,Professional Service
MDA,R&D,Small,193606987.2,719,Professional Service
MilitaryHealth,FRS&C,Medium <1B,52323,3,Professional Service
MilitaryHealth,FRS&C,Small,1761567.96,11,Professional Service
MilitaryHealth,ICT,Large: Big 6,7290916.04,3,Professional Service
MilitaryHealth,MED,Medium >1B,3173974498,120,Other Service
MilitaryHealth,Products,Medium >1B,3166065.99,12,Professional Service
MilitaryHealth,Products,Unlabeled,16580.77,4,Professional Service
Navy,ERS,Medium >1B,167220615.2,739,Professional Service
Navy,FRS&C,Large (Small Subsidiary),-83173.7,13,Other Service
Navy,FRS&C,Medium <1B,1417469405,1789,Other Service
Navy,FRS&C,Small,794016121.5,2539,Other Service
Navy,FRS&C,Small,2545432036,15270,Professional Service
Navy,Fuel,Large,54770.08,3,Professional Service
Navy,Fuel,Unlabeled,1269543.61,42,Professional Service
Navy,Products,Medium >1B,502942098.6,1544,Professional Service
Navy,R&D,Large: Big 6,5602812476,2178,Professional Service
Other DoD,FRS&C,Large,-100938.3,1,Other Service
Other DoD,PAMS,Medium >1B,384349218.4,366,Professional Service
Other DoD,PAMS,Unlabeled,512843.04,11,Professional Service
Other DoD,MED,Medium >1B,400000,1,Professional Service
Other DoD,MED,Small,2308530,32,Other Service
Other DoD,PAMS,Large: Big 6,749971160.2,809,Professional Service
Other DoD,PAMS,Medium >1B (Small Subsidiary),91358927.16,56,Professional Service
Other DoD,Products,Large (Small Subsidiary),25956566.86,194,Professional Service
Other DoD,Products,Small,779856553.1,8429,Professional Service
Air Force,FRS&C,Medium >1B,153899631.3,270,Professional Service
Air Force,ICT,Medium >1B,4210175.96,80,Professional Service
Air Force,MED,Medium <1B,5305441.48,258,Professional Service
Air Force,PAMS,Medium >1B,304954498.1,868,Professional Service
Air Force,R&D,Large,1527713381,3781,Professional Service
Air Force,R&D,Medium >1B (Small Subsidiary),2162354.56,24,Professional Service
Air Force,R&D,Unlabeled,7957536,30,Professional Service
Air Force,Unlabeled,Small,0,NULL,Professional Service
Army,ERS,Large,1745188833,2656,Professional Service
Army,ERS,Small,531100857.1,12754,Professional Service
Army,ERS,Unlabeled,49915665.2,249,Professional Service
Army,Fuel,Large (Small Subsidiary),85561,4,Professional Service
Army,Fuel,Large: Big 6 (Small Subsidiary),537,1,Professional Service
Army,Fuel,Medium <1B,10815414.97,389,Professional Service
Army,Fuel,Small,19886224.38,1225,Professional Service
Army,MED,Large (Small Subsidiary),111095.04,8,Other Service
Army,MED,Medium <1B,307026235.1,2336,Other Service
Army,MED,Small,504276225.4,5489,Other Service
Army,MED,Small,16341046.34,1292,Professional Service
Army,MED,Unlabeled,265736.65,61,Professional Service
Army,PAMS,Large: Big 6,2764853070,3819,Professional Service
Army,Products,Large (Small Subsidiary),288966324.4,2113,Professional Service
Army,Products,Large: Big 6 (Small Subsidiary),148040349.3,708,Professional Service
Army,Products,Medium <1B,9383653505,45856,Professional Service
Army,R&D,Large: Big 6,4720826422,1902,Professional Service
Army,R&D,Medium >1B (Small Subsidiary),19401478.56,51,Professional Service
Army,Unlabeled,Medium >1B,-37033.47,4,Professional Service
DLA,ERS,Large,91465226.85,3410,Professional Service
DLA,ERS,Unlabeled,0,2,Professional Service
DLA,Fuel,Large (Small Subsidiary),44766279,6,Professional Service
DLA,Fuel,Large: Big 6 (Small Subsidiary),4805597.88,1,Professional Service
DLA,Fuel,Medium <1B,2382463839,1500,Professional Service
DLA,Fuel,Small,1316709286,2005,Professional Service
DLA,MED,Small,677776,12,Other Service
DLA,MED,Small,111263.16,8,Professional Service
DLA,Products,Large (Small Subsidiary),20696699.16,800,Professional Service
DLA,Products,Large: Big 6 (Small Subsidiary),63753131.94,157,Professional Service
DLA,Products,Medium <1B,3478227715,71800,Professional Service
MDA,ERS,Large,276478,5,Professional Service
MDA,ERS,Small,975697,5,Professional Service
MDA,FRS&C,Large: Big 6,-75000,1,Professional Service
MDA,PAMS,Medium >1B,9456124,27,Professional Service
MilitaryHealth,ICT,Medium <1B,81097.56,7,Professional Service
MilitaryHealth,MED,Large: Big 6,1851924,1,Other Service
Navy,ERS,Large: Big 6,3000323095,5789,Professional Service
Navy,FRS&C,Large,344043141,353,Other Service
Navy,FRS&C,Medium >1B,207559579.3,387,Professional Service
Navy,FRS&C,Unlabeled,2680960.46,24,Other Service
Navy,FRS&C,Unlabeled,1614209.88,149,Professional Service
Navy,PAMS,Large (Small Subsidiary),65930259.18,452,Professional Service
Navy,PAMS,Large: Big 6 (Small Subsidiary),13292283.28,63,Professional Service
Navy,PAMS,Small,2475083570,17565,Professional Service
Navy,R&D,Large (Small Subsidiary),15481244.85,111,Professional Service
Navy,R&D,Large: Big 6 (Small Subsidiary),53104464.58,94,Professional Service
Navy,R&D,Medium <1B,801539217.4,2553,Professional Service
Navy,R&D,Small,1356607053,6507,Professional Service
Navy,Unlabeled,Large (Small Subsidiary),0,1,Professional Service
Navy,Unlabeled,Medium <1B,0,1,Professional Service
MilitaryHealth,PAMS,Medium <1B,564102,9,Professional Service
MilitaryHealth,Products,Large (Small Subsidiary),56468.62,4,Professional Service
MilitaryHealth,Products,Medium <1B,101657.61,20,Professional Service
Navy,ERS,Large (Small Subsidiary),34711953.17,304,Professional Service
Navy,ERS,Large: Big 6 (Small Subsidiary),25203542.92,143,Professional Service
Navy,ERS,Medium <1B,1339941456,12840,Professional Service
Navy,FRS&C,Small,538087999.6,2464,Other Service
Navy,ICT,Large: Big 6,339642086.4,1573,Professional Service
Navy,MED,Large: Big 6,742287,3,Other Service
Navy,Products,Large,7758098744,16017,Professional Service
Navy,Products,Medium >1B,923649894.8,1654,Professional Service
Navy,Products,Medium >1B (Small Subsidiary),141666644.7,209,Professional Service
Navy,Products,Unlabeled,258216915.4,2560,Professional Service
Navy,Unlabeled,Large: Big 6,-15266.82,1,Professional Service
Other DoD,ERS,Large,494008951.9,2446,Professional Service
Other DoD,ERS,Unlabeled,-111700.92,3,Professional Service
Other DoD,Products,Large: Big 6,240487689.8,562,Professional Service
Other DoD,Products,Large: Big 6 (Small Subsidiary),1787395.57,33,Professional Service
Other DoD,Products,Medium <1B,275506557.3,3127,Professional Service
Other DoD,R&D,Large,316149811.9,889,Professional Service
Other DoD,R&D,Unlabeled,-22066,1,Professional Service
Other DoD,Unlabeled,Small,0,1,Professional Service
Air Force,ERS,Large,2991527806,4380,Professional Service
Air Force,ERS,Unlabeled,491483.31,28,Professional Service
Air Force,FRS&C,Large,1153996288,1764,Professional Service
Air Force,FRS&C,Large: Big 6 JV,66570669,24,Professional Service
Air Force,FRS&C,Unlabeled,46296525.08,64,Professional Service
Air Force,Fuel,Large (Small Subsidiary),24360,1,Professional Service
Air Force,Fuel,Medium <1B,11738245.82,110,Professional Service
Air Force,Products,Large: Big 6,16429308539,6110,Professional Service
Air Force,R&D,Large (Small Subsidiary),22798802.95,68,Professional Service
Air Force,R&D,Large: Big 6 (Small Subsidiary),37610465.02,123,Professional Service
Air Force,R&D,Medium <1B,760752998.3,2633,Professional Service
Army,Fuel,Large: Big 6,1046,3,Professional Service
Army,PAMS,Large,13992527965,12052,Professional Service
Army,PAMS,Small,4404106338,31610,Professional Service
Army,PAMS,Unlabeled,155494063.8,665,Professional Service
Army,Products,Large,17965994324,23990,Professional Service
Army,Products,Large: Big 6 JV,1041132936,215,Professional Service
Army,Products,Medium >1B,1691666330,1692,Professional Service
Army,Products,Small,9061956388,121134,Professional Service
Army,R&D,Large: Big 6 JV (Small Subsidiary),98844,1,Professional Service
Army,R&D,Medium >1B (Small Subsidiary),28012593.46,37,Professional Service
Army,Unlabeled,Large: Big 6,147407.57,7,Professional Service
DLA,ERS,Small,10132464.71,770,Professional Service
DLA,ICT,Large: Big 6,21706660.62,47,Professional Service
DLA,PAMS,Large,77973301.11,277,Professional Service
DLA,PAMS,Unlabeled,223494.99,3,Professional Service
DLA,Products,Large,7970370650,213886,Professional Service
DLA,Products,Large: Big 6 JV,123066,3,Professional Service
DLA,Products,Small,5644494130,201180,Professional Service
DLA,Products,Unlabeled,65194747,217,Professional Service
MDA,ERS,Large,91848.96,6,Professional Service
MDA,FRS&C,Medium >1B (Small Subsidiary),17612050.89,29,Professional Service
MDA,FRS&C,Small,14321322.81,22,Professional Service
MDA,ICT,Large: Big 6 (Small Subsidiary),-352017.21,6,Professional Service
MDA,ICT,Medium <1B,157880.48,2,Professional Service
MDA,PAMS,Medium >1B (Small Subsidiary),22926805.56,17,Professional Service
MDA,R&D,Small,119627611.2,430,Professional Service
MilitaryHealth,MED,Large,6039280125,503,Other Service
MilitaryHealth,MED,Medium >1B,2495159799,189,Other Service
MilitaryHealth,PAMS,Large,423353,8,Professional Service
MilitaryHealth,PAMS,Medium >1B,16326.96,7,Professional Service
Navy,ICT,Medium >1B,56477518.45,200,Professional Service
Navy,ICT,Medium >1B (Small Subsidiary),19237412.23,215,Professional Service
Navy,ICT,Small,997290623.3,7193,Professional Service
Navy,ICT,Unlabeled,528429.77,141,Professional Service
Navy,MED,Large (Small Subsidiary),0,1,Other Service
Navy,MED,Small,521430348.5,4388,Other Service
Navy,Products,Large (Small Subsidiary),90122168.7,851,Professional Service
Navy,Products,Large: Big 6 (Small Subsidiary),7712748.3,122,Professional Service
Navy,Products,Medium <1B,3633563277,38030,Professional Service
Navy,Unlabeled,Large,0,1,Professional Service
Navy,Unlabeled,Medium >1B,0,2,Professional Service
Navy,Unlabeled,Small,0,5,Professional Service
Other DoD,ERS,Medium >1B (Small Subsidiary),-59416.33,2,Professional Service
Other DoD,FRS&C,Small,36935831.47,57,Other Service
Other DoD,ICT,Large: Big 6,504697537.2,1129,Professional Service
Other DoD,MED,Large: Big 6,-544200.54,3,Other Service
Other DoD,Products,Large,866946156.8,4041,Professional Service
Other DoD,Products,Medium >1B,-182663529.1,365,Professional Service
Other DoD,Products,Medium >1B (Small Subsidiary),192722.84,11,Professional Service
Other DoD,Products,Unlabeled,207647.04,5,Professional Service
Other DoD,Unlabeled,Large: Big 6,-216496.33,2,Professional Service
Air Force,ERS,Large,3139790138,4000,Professional Service
Air Force,ERS,Medium >1B,135389486.4,252,Professional Service
Air Force,ERS,Unlabeled,782813.02,38,Professional Service
Air Force,Fuel,Medium <1B,3534942.81,82,Professional Service
Air Force,ICT,Large: Big 6,683220591.1,1666,Professional Service
Air Force,Products,Large,4441772502,6688,Professional Service
Air Force,Products,Small,1606583259,38533,Professional Service
Air Force,Products,Unlabeled,291309338.4,29410,Professional Service
Army,ERS,Medium >1B,115665927.7,244,Professional Service
Army,ERS,Medium >1B (Small Subsidiary),1948553.8,7,Professional Service
Army,FRS&C,Large (Small Subsidiary),46909931,111,Professional Service
Army,FRS&C,Large: Big 6 (Small Subsidiary),27000,1,Professional Service
Army,FRS&C,Medium <1B,4104407622,19358,Professional Service
Army,Fuel,Large,4108657.63,8,Professional Service
Army,Fuel,Unlabeled,316621790.8,282,Professional Service
Army,ICT,Large: Big 6 JV,115000,10,Professional Service
Army,MED,Medium >1B (Small Subsidiary),-13915,1,Professional Service
Army,Products,Large,14577549448,18465,Professional Service
Army,Products,Medium >1B,2120762885,2228,Professional Service
Army,Unlabeled,Large: Big 6,-6525,3,Professional Service
DLA,ERS,Medium >1B,78938.79,6,Professional Service
DLA,Fuel,Large,8694336808,255,Professional Service
DLA,ICT,Large: Big 6,234610224.1,109,Professional Service
DLA,Products,Large,6706607907,197207,Professional Service
DLA,Products,Medium >1B,911990636.1,16068,Professional Service
DLA,Products,Small,5355257463,202500,Professional Service
DLA,Products,Unlabeled,95384,5,Professional Service
MDA,FRS&C,Medium <1B,13645757.16,39,Professional Service
MDA,PAMS,Medium >1B (Small Subsidiary),1465403.55,4,Professional Service
MDA,Products,Medium >1B,39229526.05,28,Professional Service
MDA,Products,Small,5907564.58,111,Professional Service
MDA,R&D,Medium >1B (Small Subsidiary),-48076.03,5,Professional Service
MilitaryHealth,MED,Medium <1B,824824085.6,300,Other Service
Navy,ERS,Small,1712128095,13543,Professional Service
Navy,FRS&C,Medium >1B (Small Subsidiary),121230140,599,Professional Service
Navy,Fuel,Large: Big 6,20638.99,4,Professional Service
Navy,Fuel,Medium <1B,23210818.95,289,Professional Service
Navy,MED,Medium <1B,11674996.89,198,Professional Service
Navy,PAMS,Large,4798047524,10804,Professional Service
Navy,PAMS,Medium >1B,334201183.2,1723,Professional Service
Navy,PAMS,Medium >1B (Small Subsidiary),32309135.42,244,Professional Service
Navy,PAMS,Unlabeled,9593084.77,530,Professional Service
Navy,Products,Small,3490898861,67396,Professional Service
Other DoD,Products,Large: Big 6 JV,-17816348.32,27,Professional Service
Other DoD,R&D,Large (Small Subsidiary),2678144.73,30,Professional Service
Air Force,ERS,Large: Big 6,2479014646,1466,Professional Service
Air Force,FRS&C,Large (Small Subsidiary),145594.2195,36,Professional Service
Air Force,ICT,Large (Small Subsidiary),219280.4298,15,Professional Service
Air Force,ICT,Large: Big 6 (Small Subsidiary),39153465.37,176,Professional Service
Air Force,ICT,Medium <1B,177873301.3,1112,Professional Service
Air Force,PAMS,Large (Small Subsidiary),3755915.934,111,Professional Service
Air Force,PAMS,Large: Big 6 (Small Subsidiary),17927739.97,99,Professional Service
Air Force,PAMS,Medium <1B,1800569270,5240,Professional Service
Air Force,PAMS,Small,1776185284,13419,Professional Service
Air Force,Products,Large: Big 6,13571956295,4294,Professional Service
Air Force,Products,Medium >1B (Small Subsidiary),140776.5488,7,Professional Service
Army,ERS,Large: Big 6 JV,7295858.528,61,Professional Service
Army,FRS&C,Large,1512058004,1329,Other Service
Army,FRS&C,Large,2840218864,7215,Professional Service
Army,FRS&C,Medium >1B (Small Subsidiary),1583350.915,34,Professional Service
Army,FRS&C,Unlabeled,92817421.56,2490,Professional Service
Army,ICT,Small,773857682.2,3402,Professional Service
Army,Products,Large: Big 6 JV,685124095.7,268,Professional Service
Army,Unlabeled,Large: Big 6 (Small Subsidiary),-9673.75,4,Professional Service
Army,Unlabeled,Medium <1B,-50443.35,14,Professional Service
DLA,FRS&C,Large,129977912.3,141,Professional Service
DLA,FRS&C,Small,1605996.597,71,Other Service
DLA,FRS&C,Unlabeled,0,5,Professional Service
DLA,ICT,Small,184869651.7,845,Professional Service
DLA,Products,Large: Big 6 JV,138285017.6,1031,Professional Service
MDA,FRS&C,Medium >1B,19648900.8,18,Professional Service
MDA,R&D,Small,199721552.3,738,Professional Service
MilitaryHealth,FRS&C,Medium <1B,26300,2,Professional Service
MilitaryHealth,FRS&C,Small,2467487.036,18,Professional Service
MilitaryHealth,MED,Medium >1B,1970064719,75,Other Service
MilitaryHealth,Products,Medium >1B,14496.4502,4,Professional Service
MilitaryHealth,Products,Unlabeled,10474.7305,1,Professional Service
Navy,ERS,Medium >1B,156674012.4,464,Professional Service
Navy,FRS&C,Large (Small Subsidiary),415205.4181,49,Professional Service
Navy,FRS&C,Large: Big 6 (Small Subsidiary),658256.0096,11,Professional Service
Navy,FRS&C,Medium <1B,1519331501,8635,Professional Service
Navy,Fuel,Unlabeled,309601.5632,26,Professional Service
Navy,ICT,Large: Big 6,498907941.5,1090,Professional Service
Navy,MED,Medium >1B,495176.6688,16,Other Service
Navy,MED,Unlabeled,928257.569,156,Other Service
Navy,Products,Large,13416725872,12464,Professional Service
Navy,Products,Unlabeled,9528060.595,822,Professional Service
Other DoD,ICT,Large (Small Subsidiary),158356734.9,133,Professional Service
Other DoD,ICT,Large: Big 6 (Small Subsidiary),15149580.89,52,Professional Service
Other DoD,ICT,Medium <1B,870091706,10129,Professional Service
Other DoD,ICT,Small,960177580.3,3018,Professional Service
Other DoD,PAMS,Medium >1B,783014899.1,1002,Professional Service
Other DoD,Products,Large: Big 6,309541894.4,3624,Professional Service
