Fiscal_Year,Customer,SubCustomer,PlatformPortfolio,IsSiliconValley,AnnualPlatformPortfolioSubCustomerVendorRank,ContractorDisplayName,ParentID,JointVenture,SumOfobligatedAmount,SumOfnumberOfActions,WarningFlag
2000,Defense,Army,Other R&D and Knowledge Based,1,305,STANFORD UNIVERSITY^,STANFORD UNIVERSITY,0,1129132,5,0
2000,Defense,Other DoD,Electronics and Communications,1,177,HEWLETT PACKARD^,HEWLETT PACKARD,0,1040347,10,0
2000,Defense,Navy,Electronics and Communications,1,453,NETWORK APPLIANCE^,NETWORK APPLIANCE,0,1012423,11,0
2000,Defense,Other DoD,Electronics and Communications,1,182,NETWORK APPLIANCE^,NETWORK APPLIANCE,0,956955,7,0
2000,Defense,Army,Aircraft and Drones,1,391,AGILENT TECHNOLOGIES^,AGILENT TECHNOLOGIES,0,775084,6,0
2000,Defense,DLA,Other Products,1,476,VARIAN MEDICAL SYSTEMS^,VARIAN MEDICAL SYSTEMS,0,561570,1,0
2000,Defense,Other DoD,Other R&D and Knowledge Based,1,161,STANFORD UNIVERSITY^,STANFORD UNIVERSITY,0,530000,1,0
2000,Defense,Air Force,Aircraft and Drones,1,358,STANFORD UNIVERSITY^,STANFORD UNIVERSITY,0,500280,2,0
2000,Defense,Air Force,Facilities and Construction,1,1075,VARIAN MEDICAL SYSTEMS^,VARIAN MEDICAL SYSTEMS,0,469228,4,0
2000,Defense,Other DoD,Electronics and Communications,1,278,AGILENT TECHNOLOGIES^,AGILENT TECHNOLOGIES,0,466237,9,0
2000,Defense,Other DoD,Electronics and Communications,1,282,Symantec^,Symantec,0,437941,3,0
2000,Defense,Navy,Ships & Submarines,1,327,AGILENT TECHNOLOGIES^,AGILENT TECHNOLOGIES,0,436283,6,0
2000,Defense,DLA,Electronics and Communications,1,285,HEWLETT PACKARD^,HEWLETT PACKARD,0,342704,4,0
2000,Defense,Army,Facilities and Construction,1,2452,VARIAN ASSOCIATES^,VARIAN ASSOCIATES,0,332089,5,0
2000,Defense,Navy,Facilities and Construction,1,1360,VARIAN MEDICAL SYSTEMS^,VARIAN MEDICAL SYSTEMS,0,303168,2,0
2000,Defense,DLA,Electronics and Communications,1,322,AGILENT TECHNOLOGIES^,AGILENT TECHNOLOGIES,0,294220,3,0
2000,Defense,Navy,Facilities and Construction,1,1384,HEWLETT PACKARD^,HEWLETT PACKARD,0,293284,2,0
2000,Defense,Navy,Facilities and Construction,1,1462,VARIAN ASSOCIATES^,VARIAN ASSOCIATES,0,261700,3,0
2000,Defense,Air Force,Electronics and Communications,1,705,VARIAN MEDICAL SYSTEMS^,VARIAN MEDICAL SYSTEMS,0,250030,2,0
2000,Defense,Navy,Aircraft and Drones,1,325,AGILENT TECHNOLOGIES^,AGILENT TECHNOLOGIES,0,198697,3,0
2000,Defense,Other DoD,Electronics and Communications,1,419,VARIAN SEMICONDUCTOR EQUIPMENT^,VARIAN SEMICONDUCTOR EQUIPMENT,0,167022,1,0
2000,Defense,Other DoD,Other Products,1,27,ORACLE^,ORACLE,0,156264,5,0
2000,Defense,Army,Missile and Space Systems,1,388,AGILENT TECHNOLOGIES^,AGILENT TECHNOLOGIES,0,154817,3,0
2000,Defense,Other DoD,Facilities and Construction,1,167,AGILENT TECHNOLOGIES^,AGILENT TECHNOLOGIES,0,154017,4,0
2000,Defense,Army,Facilities and Construction,1,3443,VARIAN MEDICAL SYSTEMS^,VARIAN MEDICAL SYSTEMS,0,146642,3,0
2000,Defense,DLA,Electronics and Communications,1,524,ADOBE^,ADOBE,0,140000,1,0
2000,Defense,Navy,Other R&D and Knowledge Based,1,1190,HEWLETT PACKARD^,HEWLETT PACKARD,0,139453,1,0
2000,Defense,DLA,Electronics and Communications,1,564,APPLE COMPUTER^,APPLE COMPUTER,0,128970,1,0
2000,Defense,Air Force,Facilities and Construction,1,2035,HEWLETT PACKARD^,HEWLETT PACKARD,0,113683,3,0
2000,Defense,Air Force,Other R&D and Knowledge Based,1,603,APPLE COMPUTER^,APPLE COMPUTER,0,106162,1,0
2000,Defense,Navy,Electronics and Communications,1,1500,CISCO SYSTEMS^,CISCO SYSTEMS,0,102650,2,0
2000,Defense,Air Force,Electronics and Communications,1,1123,Symantec^,Symantec,0,96907,1,0
2000,Defense,Army,Other Products,1,454,HEWLETT PACKARD^,HEWLETT PACKARD,0,93656,2,0
2000,Defense,Army,Other Products,1,461,VARIAN MEDICAL SYSTEMS^,VARIAN MEDICAL SYSTEMS,0,92682,3,0
2000,Defense,Army,Electronics and Communications,1,1234,CISCO SYSTEMS^,CISCO SYSTEMS,0,86977,6,0
2000,Defense,Other DoD,Electronics and Communications,1,547,ADOBE^,ADOBE,0,84667,1,0
2000,Defense,Army,Other R&D and Knowledge Based,1,1440,ORACLE^,ORACLE,0,82000,1,0
2000,Defense,Air Force,Facilities and Construction,1,2402,VARIAN ASSOCIATES^,VARIAN ASSOCIATES,0,75324,1,0
2000,Defense,Air Force,Other Services,1,329,AGILENT TECHNOLOGIES^,AGILENT TECHNOLOGIES,0,74124,1,0
2000,Defense,Army,Electronics and Communications,1,1402,Symantec^,Symantec,0,68316,3,0
2000,Defense,Army,Other R&D and Knowledge Based,1,1823,HEWLETT PACKARD^,HEWLETT PACKARD,0,48355,1,0
2000,Defense,Air Force,Electronics and Communications,1,1529,VARIAN ASSOCIATES^,VARIAN ASSOCIATES,0,47785,1,0
2000,Defense,Air Force,Other Services,1,420,INTUIT^,INTUIT,0,44400,1,0
2000,Defense,Navy,Other R&D and Knowledge Based,1,1829,KLA TENCOR^,KLA TENCOR,0,40455,1,0
2000,Defense,Navy,Electronics and Communications,1,2286,VARIAN ASSOCIATES^,VARIAN ASSOCIATES,0,39122,1,0
2000,Defense,DLA,Other Services,1,28,AGILENT TECHNOLOGIES^,AGILENT TECHNOLOGIES,0,36070,1,0
2000,Defense,Navy,Other R&D and Knowledge Based,1,1888,AGILENT TECHNOLOGIES^,AGILENT TECHNOLOGIES,0,35000,1,0
2000,Defense,Navy,Other Products,1,637,AGILENT TECHNOLOGIES^,AGILENT TECHNOLOGIES,0,34082,1,0
2000,Defense,Air Force,Other Services,1,479,HEWLETT PACKARD^,HEWLETT PACKARD,0,33756,1,0
2000,Defense,Navy,Electronics and Communications,1,2437,Symantec^,Symantec,0,33513,1,0
2000,Defense,Army,Facilities and Construction,1,6340,HEWLETT PACKARD^,HEWLETT PACKARD,0,30000,1,0
2000,Defense,Army,Other Services,1,1056,AGILENT TECHNOLOGIES^,AGILENT TECHNOLOGIES,0,28824,1,0
2000,Defense,Navy,Other Products,1,759,HEWLETT PACKARD^,HEWLETT PACKARD,0,27835,1,0
2000,Defense,Army,Other R&D and Knowledge Based,1,2252,ADOBE^,ADOBE,0,26000,1,0
2000,Defense,Navy,Facilities and Construction,1,4449,ORACLE^,ORACLE,0,7744,1,0
2000,Defense,Air Force,Facilities and Construction,1,4218,ORACLE^,ORACLE,0,-24487,3,0
2000,Defense,Air Force,Other Services,1,566,VARIAN MEDICAL SYSTEMS^,VARIAN MEDICAL SYSTEMS,0,-42000,1,0
2000,Defense,Navy,Ships & Submarines,1,1408,HEWLETT PACKARD^,HEWLETT PACKARD,0,-71629,2,0
2000,Defense,Navy,Other Services,1,1111,AGILENT TECHNOLOGIES^,AGILENT TECHNOLOGIES,0,-501008,2,0
2000,Defense,Army,Electronics and Communications,1,2350,HEWLETT PACKARD^,HEWLETT PACKARD,0,-2576250,27,0
2000,DHS,FEMA,Electronics and Communications,1,21,ORACLE^,ORACLE,0,547000,1,0
2000,DHS,FEMA,Electronics and Communications,1,37,HEWLETT PACKARD^,HEWLETT PACKARD,0,197000,1,0
2000,DHS,FEMA,Other R&D and Knowledge Based,1,77,STANFORD UNIVERSITY^,STANFORD UNIVERSITY,0,50000,1,0
2000,Energy,Energy,Facilities and Construction,1,14,STANFORD UNIVERSITY^,STANFORD UNIVERSITY,0,201586000,14,0
2000,Energy,Energy,Electronics and Communications,1,6,ORACLE^,ORACLE,0,5523000,28,0
2000,Energy,Energy,Other R&D and Knowledge Based,1,133,STANFORD UNIVERSITY^,STANFORD UNIVERSITY,0,859000,4,0
2000,Energy,Energy,Electronics and Communications,1,77,HEWLETT PACKARD^,HEWLETT PACKARD,0,247000,9,0
2000,Energy,Energy,Facilities and Construction,1,175,AGILENT TECHNOLOGIES^,AGILENT TECHNOLOGIES,0,145000,6,0
2000,Energy,Energy,Facilities and Construction,1,234,HEWLETT PACKARD^,HEWLETT PACKARD,0,54000,2,0
2000,GSA,GSA,Electronics and Communications,1,28,ORACLE^,ORACLE,0,26283355.27,96,0
2000,GSA,GSA,Electronics and Communications,1,268,HEWLETT PACKARD^,HEWLETT PACKARD,0,1505000,15,0
2000,GSA,GSA,Electronics and Communications,1,301,APPLE COMPUTER^,APPLE COMPUTER,0,1187000,9,0
2000,GSA,GSA,Electronics and Communications,1,343,NETWORK APPLIANCE^,NETWORK APPLIANCE,0,920000,6,0
2000,GSA,GSA,Electronics and Communications,1,348,ADOBE^,ADOBE,0,900000,2,0
2000,GSA,GSA,Facilities and Construction,1,1289,AGILENT TECHNOLOGIES^,AGILENT TECHNOLOGIES,0,567000,10,0
2000,GSA,GSA,Other Services,1,35,AGILENT TECHNOLOGIES^,AGILENT TECHNOLOGIES,0,133000,1,0
2000,GSA,GSA,Other Services,1,62,VARIAN ASSOCIATES^,VARIAN ASSOCIATES,0,62000,1,0
2000,GSA,GSA,Facilities and Construction,1,4330,ORACLE^,ORACLE,0,59000,1,0
2000,GSA,GSA,Electronics and Communications,1,1073,AGILENT TECHNOLOGIES^,AGILENT TECHNOLOGIES,0,41000,1,0
2000,GSA,GSA,Electronics and Communications,1,1301,VARIAN ASSOCIATES^,VARIAN ASSOCIATES,0,0,NULL,0
2000,GSA,GSA,Facilities and Construction,1,5880,HEWLETT PACKARD^,HEWLETT PACKARD,0,0,NULL,0
2000,GSA,GSA,Other R&D and Knowledge Based,1,396,AGILENT TECHNOLOGIES^,AGILENT TECHNOLOGIES,0,0,NULL,0
2000,HHS,HHS,Electronics and Communications,1,14,ORACLE^,ORACLE,0,8829000,46,0
2000,HHS,HHS,Other R&D and Knowledge Based,1,141,STANFORD UNIVERSITY^,STANFORD UNIVERSITY,0,3215000,5,0
2000,HHS,HHS,Electronics and Communications,1,77,STANFORD UNIVERSITY^,STANFORD UNIVERSITY,0,1491000,3,0
2000,HHS,HHS,Facilities and Construction,1,58,AGILENT TECHNOLOGIES^,AGILENT TECHNOLOGIES,0,1391000,20,0
2000,HHS,HHS,Facilities and Construction,1,163,VARIAN MEDICAL SYSTEMS^,VARIAN MEDICAL SYSTEMS,0,324000,1,0
2000,HHS,HHS,Facilities and Construction,1,212,VARIAN ASSOCIATES^,VARIAN ASSOCIATES,0,193000,3,0
2000,HHS,HHS,Electronics and Communications,1,234,NETWORK APPLIANCE^,NETWORK APPLIANCE,0,190000,2,0
2000,HHS,HHS,Other Products,1,83,AGILENT TECHNOLOGIES^,AGILENT TECHNOLOGIES,0,160000,2,0
2000,HHS,HHS,Other Services,1,370,HEWLETT PACKARD^,HEWLETT PACKARD,0,139000,2,0
2000,HHS,HHS,Other Services,1,500,VARIAN MEDICAL SYSTEMS^,VARIAN MEDICAL SYSTEMS,0,57000,1,0
2000,HHS,HHS,Facilities and Construction,1,414,Symantec^,Symantec,0,48000,1,0
2000,HHS,HHS,Other R&D and Knowledge Based,1,1063,ORACLE^,ORACLE,0,42000,1,0
2000,HHS,HHS,Other Services,1,585,VARIAN ASSOCIATES^,VARIAN ASSOCIATES,0,35000,1,0
2000,HHS,HHS,Electronics and Communications,1,428,CISCO SYSTEMS^,CISCO SYSTEMS,0,28000,1,0
2000,NASA,NASA,Facilities and Construction,1,70,AGILENT TECHNOLOGIES^,AGILENT TECHNOLOGIES,0,1566000,30,0
2000,NASA,NASA,Electronics and Communications,1,40,HEWLETT PACKARD^,HEWLETT PACKARD,0,1497000,21,0
2000,NASA,NASA,Missile and Space Systems,1,110,STANFORD UNIVERSITY^,STANFORD UNIVERSITY,0,948000,5,0
2000,NASA,NASA,Other R&D and Knowledge Based,1,179,SUNPOWER^,SUNPOWER,0,309000,4,0
2000,NASA,NASA,Facilities and Construction,1,228,KLA TENCOR^,KLA TENCOR,0,244000,2,0
2000,NASA,NASA,Other R&D and Knowledge Based,1,271,STANFORD UNIVERSITY^,STANFORD UNIVERSITY,0,136000,3,0
2000,NASA,NASA,Electronics and Communications,1,168,ORACLE^,ORACLE,0,114000,4,0
2000,NASA,NASA,Electronics and Communications,1,172,AGILENT TECHNOLOGIES^,AGILENT TECHNOLOGIES,0,111000,2,0
2000,NASA,NASA,Facilities and Construction,1,383,VARIAN ASSOCIATES^,VARIAN ASSOCIATES,0,79000,3,0
2000,NASA,NASA,Facilities and Construction,1,434,HEWLETT PACKARD^,HEWLETT PACKARD,0,60000,2,0
2000,NASA,NASA,Other Services,1,60,STANFORD UNIVERSITY^,STANFORD UNIVERSITY,0,43000,1,0
2000,NASA,NASA,Electronics and Communications,1,328,APPLE COMPUTER^,APPLE COMPUTER,0,43000,1,0
2000,NASA,NASA,Other Products,1,77,VARIAN ASSOCIATES^,VARIAN ASSOCIATES,0,40000,1,0
2000,NASA,NASA,Electronics and Communications,1,408,NETWORK APPLIANCE^,NETWORK APPLIANCE,0,32000,1,0
2000,Other Agencies,VA,Other Products,1,10,HEWLETT PACKARD^,HEWLETT PACKARD,0,11135000,16,0
2000,Other Agencies,Justice,Electronics and Communications,1,23,ORACLE^,ORACLE,0,10302000,37,0
2000,Other Agencies,Commerce,Electronics and Communications,1,24,ORACLE^,ORACLE,0,6479000,20,0
2000,Other Agencies,Interior,Electronics and Communications,1,15,ORACLE^,ORACLE,0,5897000,29,0
2000,Other Agencies,Treasury,Electronics and Communications,1,41,ORACLE^,ORACLE,0,4727000,17,0
2000,Other Agencies,Commerce,Other R&D and Knowledge Based,1,13,ORACLE^,ORACLE,0,4065000,7,0
2000,Other Agencies,VA,Electronics and Communications,1,21,ORACLE^,ORACLE,0,3989000,10,0
2000,Other Agencies,All other Customers,Electronics and Communications,1,25,ORACLE^,ORACLE,0,3116000,9,0
2000,Other Agencies,Commerce,Facilities and Construction,1,22,AGILENT TECHNOLOGIES^,AGILENT TECHNOLOGIES,0,2255000,26,0
2000,Other Agencies,All other Customers,Electronics and Communications,1,42,HEWLETT PACKARD^,HEWLETT PACKARD,0,2005000,10,0
2000,Other Agencies,Justice,Electronics and Communications,1,78,HEWLETT PACKARD^,HEWLETT PACKARD,0,1555000,16,0
2000,Other Agencies,Commerce,Electronics and Communications,1,71,HEWLETT PACKARD^,HEWLETT PACKARD,0,1551000,9,0
2000,Other Agencies,HUD,Electronics and Communications,1,19,ORACLE^,ORACLE,0,1454566,1,0
2000,Other Agencies,Labor,Electronics and Communications,1,27,ORACLE^,ORACLE,0,1408000,10,0
2000,Other Agencies,Agriculture,Electronics and Communications,1,31,ORACLE^,ORACLE,0,1345000,6,0
2000,Other Agencies,Interior,Electronics and Communications,1,57,HEWLETT PACKARD^,HEWLETT PACKARD,0,1125000,14,0
2000,Other Agencies,Education,Electronics and Communications,1,20,ORACLE^,ORACLE,0,1083000,4,0
2000,Other Agencies,Agriculture,Facilities and Construction,1,101,AGILENT TECHNOLOGIES^,AGILENT TECHNOLOGIES,0,1076000,15,0
2000,Other Agencies,VA,Other Services,1,98,STANFORD UNIVERSITY^,STANFORD UNIVERSITY,0,971000,7,0
2000,Other Agencies,Labor,Electronics and Communications,1,36,NETWORK APPLIANCE^,NETWORK APPLIANCE,0,741000,3,0
2000,Other Agencies,Transportation,Electronics and Communications,1,69,ORACLE^,ORACLE,0,609000,7,0
2000,Other Agencies,Justice,Facilities and Construction,1,170,AGILENT TECHNOLOGIES^,AGILENT TECHNOLOGIES,0,602000,9,0
2000,Other Agencies,Interior,Facilities and Construction,1,250,AGILENT TECHNOLOGIES^,AGILENT TECHNOLOGIES,0,538000,5,0
2000,Other Agencies,All other Customers,Electronics and Communications,1,104,ADOBE^,ADOBE,0,517000,1,0
2000,Other Agencies,Commerce,Electronics and Communications,1,126,NETWORK APPLIANCE^,NETWORK APPLIANCE,0,458000,5,0
2000,Other Agencies,VA,Facilities and Construction,1,440,VARIAN MEDICAL SYSTEMS^,VARIAN MEDICAL SYSTEMS,0,422000,4,0
2000,Other Agencies,Transportation,Electronics and Communications,1,81,HEWLETT PACKARD^,HEWLETT PACKARD,0,412000,1,0
2000,Other Agencies,Treasury,Facilities and Construction,1,128,AGILENT TECHNOLOGIES^,AGILENT TECHNOLOGIES,0,411000,3,0
2000,Other Agencies,VA,Facilities and Construction,1,493,HEWLETT PACKARD^,HEWLETT PACKARD,0,360000,11,0
2000,Other Agencies,Interior,Electronics and Communications,1,135,NETWORK APPLIANCE^,NETWORK APPLIANCE,0,357000,8,0
2000,Other Agencies,VA,Electronics and Communications,1,142,HEWLETT PACKARD^,HEWLETT PACKARD,0,345000,5,0
2000,Other Agencies,BROADCASTING BOARD OF GOVERNORS,Electronics and Communications,1,38,NETWORK APPLIANCE^,NETWORK APPLIANCE,0,319000,1,0
2000,Other Agencies,NUCLEAR REGULATORY COMMISSION,Electronics and Communications,1,14,ORACLE^,ORACLE,0,313000,6,0
2000,Other Agencies,Treasury,Electronics and Communications,1,220,YAHOO!^,YAHOO!,0,186000,1,0
2000,Other Agencies,VA,Other Services,1,513,VARIAN MEDICAL SYSTEMS^,VARIAN MEDICAL SYSTEMS,0,186000,2,0
2000,Other Agencies,Justice,Other R&D and Knowledge Based,1,206,ORACLE^,ORACLE,0,180000,1,0
2000,Other Agencies,Agriculture,Facilities and Construction,1,659,VARIAN ASSOCIATES^,VARIAN ASSOCIATES,0,176000,4,0
2000,Other Agencies,All other Customers,Facilities and Construction,1,233,AGILENT TECHNOLOGIES^,AGILENT TECHNOLOGIES,0,176000,1,0
2000,Other Agencies,VA,Other Products,1,280,VARIAN MEDICAL SYSTEMS^,VARIAN MEDICAL SYSTEMS,0,151000,2,0
2000,Other Agencies,VA,Other Products,1,355,AGILENT TECHNOLOGIES^,AGILENT TECHNOLOGIES,0,110000,3,0
2000,Other Agencies,Transportation,Electronics and Communications,1,163,NETWORK APPLIANCE^,NETWORK APPLIANCE,0,101000,2,0
2000,Other Agencies,OFFICE OF PERSONNEL MANAGEMENT,Electronics and Communications,1,21,HEWLETT PACKARD^,HEWLETT PACKARD,0,101000,1,0
2000,Other Agencies,Treasury,Facilities and Construction,1,268,VARIAN ASSOCIATES^,VARIAN ASSOCIATES,0,95000,1,0
2000,Other Agencies,OFFICE OF PERSONNEL MANAGEMENT,Electronics and Communications,1,24,CISCO SYSTEMS^,CISCO SYSTEMS,0,94000,1,0
2000,Other Agencies,Transportation,Facilities and Construction,1,529,AGILENT TECHNOLOGIES^,AGILENT TECHNOLOGIES,0,93000,1,0
2000,Other Agencies,Agriculture,Facilities and Construction,1,1066,HEWLETT PACKARD^,HEWLETT PACKARD,0,85000,1,0
2000,Other Agencies,FEDERAL TRADE COMMISSION,Electronics and Communications,1,10,ORACLE^,ORACLE,0,72000,1,0
2000,Other Agencies,Agriculture,Electronics and Communications,1,187,HEWLETT PACKARD^,HEWLETT PACKARD,0,72000,2,0
2000,Other Agencies,EQUAL EMPLOYMENT OPPORTUNITY COMMISSION,Electronics and Communications,1,10,ORACLE^,ORACLE,0,70000,1,0
2000,Other Agencies,Commerce,Other R&D and Knowledge Based,1,402,HEWLETT PACKARD^,HEWLETT PACKARD,0,54000,1,0
2000,Other Agencies,Education,Electronics and Communications,1,79,HEWLETT PACKARD^,HEWLETT PACKARD,0,53000,2,0
2000,Other Agencies,Labor,Other Products,1,4,ORACLE^,ORACLE,0,52000,1,0
2000,Other Agencies,OFFICE OF PERSONNEL MANAGEMENT,Electronics and Communications,1,32,ORACLE^,ORACLE,0,47000,1,0
2000,Other Agencies,Commerce,Electronics and Communications,1,400,ADOBE^,ADOBE,0,47000,3,0
2000,Other Agencies,EPA,Electronics and Communications,1,29,HEWLETT PACKARD^,HEWLETT PACKARD,0,45894.01,1,0
2000,Other Agencies,NUCLEAR REGULATORY COMMISSION,Electronics and Communications,1,38,HEWLETT PACKARD^,HEWLETT PACKARD,0,44000,2,0
2000,Other Agencies,Interior,Facilities and Construction,1,1418,HEWLETT PACKARD^,HEWLETT PACKARD,0,42000,1,0
2000,Other Agencies,Justice,Facilities and Construction,1,720,SYNNEX^,SYNNEX,0,39633.37,1,0
2000,Other Agencies,Labor,Facilities and Construction,1,210,AGILENT TECHNOLOGIES^,AGILENT TECHNOLOGIES,0,38000,1,0
2000,Other Agencies,Treasury,Electronics and Communications,1,445,AGILENT TECHNOLOGIES^,AGILENT TECHNOLOGIES,0,38000,1,0
2000,Other Agencies,VA,Electronics and Communications,1,490,NETWORK APPLIANCE^,NETWORK APPLIANCE,0,34000,1,0
2000,Other Agencies,Interior,Facilities and Construction,1,1632,VARIAN ASSOCIATES^,VARIAN ASSOCIATES,0,31000,1,0
2000,Other Agencies,All other Customers,Other Services,1,426,HEWLETT PACKARD^,HEWLETT PACKARD,0,30000,1,0
2000,Other Agencies,BROADCASTING BOARD OF GOVERNORS,Facilities and Construction,1,28,AGILENT TECHNOLOGIES^,AGILENT TECHNOLOGIES,0,29000,1,0
2000,Other Agencies,Agriculture,Electronics and Communications,1,249,Symantec^,Symantec,0,27000,1,0
2000,Other Agencies,Commerce,Other Services,1,82,AGILENT TECHNOLOGIES^,AGILENT TECHNOLOGIES,0,25000,1,0
2000,Other Agencies,Treasury,Electronics and Communications,1,546,HEWLETT PACKARD^,HEWLETT PACKARD,0,15000,1,0
2000,Other Agencies,EQUAL EMPLOYMENT OPPORTUNITY COMMISSION,Other R&D and Knowledge Based,1,174,HEWLETT PACKARD^,HEWLETT PACKARD,0,10000,1,0
2000,Other Agencies,Commerce,Electronics and Communications,1,538,CISCO SYSTEMS^,CISCO SYSTEMS,0,9000,1,0
2000,State and IAP,State,Electronics and Communications,1,58,ORACLE^,ORACLE,0,652000,6,0
2000,State and IAP,State,Electronics and Communications,1,64,ADOBE^,ADOBE,0,580000,1,0
2000,State and IAP,State,Other R&D and Knowledge Based,1,54,HEWLETT PACKARD^,HEWLETT PACKARD,0,401915,4,0
2000,State and IAP,State,Electronics and Communications,1,123,HEWLETT PACKARD^,HEWLETT PACKARD,0,194000,1,0
2000,State and IAP,State,Facilities and Construction,1,409,CISCO SYSTEMS^,CISCO SYSTEMS,0,46000,2,0
2000,State and IAP,State,Electronics and Communications,1,307,NETWORK APPLIANCE^,NETWORK APPLIANCE,0,28000,1,0
2001,Defense,Army,Electronics and Communications,1,24,ORACLE^,ORACLE,0,46722916,81,0
2001,Defense,Other DoD,Electronics and Communications,1,29,ORACLE^,ORACLE,0,20995723,39,0
2001,Defense,DLA,Electronics and Communications,1,6,ORACLE^,ORACLE,0,16660294,48,0
2001,Defense,Navy,Electronics and Communications,1,45,ORACLE^,ORACLE,0,15601402,87,0
2001,Defense,Army,Missile and Space Systems,1,23,AGILENT TECHNOLOGIES^,AGILENT TECHNOLOGIES,0,11987729,11,0
2001,Defense,Navy,Facilities and Construction,1,120,AGILENT TECHNOLOGIES^,AGILENT TECHNOLOGIES,0,10250645,121,0
2001,Defense,Air Force,Electronics and Communications,1,79,AGILENT TECHNOLOGIES^,AGILENT TECHNOLOGIES,0,9196075,34,0
2001,Defense,Navy,Electronics and Communications,1,96,AGILENT TECHNOLOGIES^,AGILENT TECHNOLOGIES,0,8489227,64,0
2001,Defense,Air Force,Electronics and Communications,1,93,ORACLE^,ORACLE,0,7169682,34,0
2001,Defense,DLA,Other Products,1,160,VARIAN MEDICAL SYSTEMS^,VARIAN MEDICAL SYSTEMS,0,6236750,11,0
2001,Defense,Navy,Other Services,1,48,AGILENT TECHNOLOGIES^,AGILENT TECHNOLOGIES,0,6115686,5,0
2001,Defense,Navy,Electronics and Communications,1,132,HEWLETT PACKARD^,HEWLETT PACKARD,0,5894142,46,0
2001,Defense,Navy,Other R&D and Knowledge Based,1,171,STANFORD UNIVERSITY^,STANFORD UNIVERSITY,0,4631440,15,0
2001,Defense,Army,Facilities and Construction,1,527,AGILENT TECHNOLOGIES^,AGILENT TECHNOLOGIES,0,4351578,51,0
2001,Defense,Air Force,Electronics and Communications,1,164,NETWORK APPLIANCE^,NETWORK APPLIANCE,0,3400538,19,0
2001,Defense,Army,Electronics and Communications,1,175,NETWORK APPLIANCE^,NETWORK APPLIANCE,0,3051966,17,0
2001,Defense,Navy,Electronics and Communications,1,256,VARIAN MEDICAL SYSTEMS^,VARIAN MEDICAL SYSTEMS,0,2250943,4,0
2001,Defense,Air Force,Electronics and Communications,1,218,STANFORD UNIVERSITY^,STANFORD UNIVERSITY,0,2106152,6,0
2001,Defense,Army,Electronics and Communications,1,219,AGILENT TECHNOLOGIES^,AGILENT TECHNOLOGIES,0,2051485,26,0
2001,Defense,Navy,Electronics and Communications,1,280,NETWORK APPLIANCE^,NETWORK APPLIANCE,0,1937649,17,0
2001,Defense,Air Force,Electronics and Communications,1,257,HEWLETT PACKARD^,HEWLETT PACKARD,0,1674805,14,0
2001,Defense,Air Force,Facilities and Construction,1,435,AGILENT TECHNOLOGIES^,AGILENT TECHNOLOGIES,0,1667588,30,0
2001,Defense,Navy,Other R&D and Knowledge Based,1,383,ORACLE^,ORACLE,0,1604700,5,0
2001,Defense,Other DoD,Other R&D and Knowledge Based,1,84,STANFORD UNIVERSITY^,STANFORD UNIVERSITY,0,1519751,3,0
2001,Defense,Army,Other R&D and Knowledge Based,1,351,STANFORD UNIVERSITY^,STANFORD UNIVERSITY,0,1215063,7,0
2001,Defense,Other DoD,Facilities and Construction,1,62,ORACLE^,ORACLE,0,1000000,1,0
2001,Defense,Army,Electronics and Communications,1,383,VARIAN MEDICAL SYSTEMS^,VARIAN MEDICAL SYSTEMS,0,861770,5,0
2001,Defense,Army,Electronics and Communications,1,414,HEWLETT PACKARD^,HEWLETT PACKARD,0,762630,14,0
2001,Defense,Other DoD,Electronics and Communications,1,244,AGILENT TECHNOLOGIES^,AGILENT TECHNOLOGIES,0,693682,3,0
2001,Defense,Air Force,Aircraft and Drones,1,300,STANFORD UNIVERSITY^,STANFORD UNIVERSITY,0,610511,1,0
2001,Defense,Navy,Facilities and Construction,1,1006,HEWLETT PACKARD^,HEWLETT PACKARD,0,567576,1,0
2001,Defense,Other DoD,Electronics and Communications,1,268,HEWLETT PACKARD^,HEWLETT PACKARD,0,557602,6,0
2001,Defense,Navy,Other Services,1,257,APPLIED MATERIALS^,APPLIED MATERIALS,0,526457,1,0
2001,Defense,Navy,Facilities and Construction,1,1089,VARIAN MEDICAL SYSTEMS^,VARIAN MEDICAL SYSTEMS,0,484392,2,0
2001,Defense,Air Force,Aircraft and Drones,1,391,AGILENT TECHNOLOGIES^,AGILENT TECHNOLOGIES,0,390967,2,0
2001,Defense,Army,Aircraft and Drones,1,350,AGILENT TECHNOLOGIES^,AGILENT TECHNOLOGIES,0,368552,1,0
2001,Defense,Other DoD,Facilities and Construction,1,125,VARIAN SEMICONDUCTOR EQUIPMENT^,VARIAN SEMICONDUCTOR EQUIPMENT,0,341740,1,0
2001,Defense,Navy,Ships & Submarines,1,388,HEWLETT PACKARD^,HEWLETT PACKARD,0,327310,4,0
2001,Defense,Air Force,Facilities and Construction,1,1278,VARIAN MEDICAL SYSTEMS^,VARIAN MEDICAL SYSTEMS,0,308379,3,0
2001,Defense,Army,Other R&D and Knowledge Based,1,884,ORACLE^,ORACLE,0,275886,1,0
2001,Defense,Air Force,Facilities and Construction,1,1392,VARIAN ASSOCIATES^,VARIAN ASSOCIATES,0,254002,5,0
2001,Defense,Navy,Aircraft and Drones,1,386,AGILENT TECHNOLOGIES^,AGILENT TECHNOLOGIES,0,182081,2,0
