TableName,ProgramElement,ProgramElementTitle,BudgetActivity,BudgetActivityTitle,AccountDSI,Classified,FiscalYear,OriginType,PBtotal,PBtype,EnactedTotal,EnactedType,SpecialType,ActualTotal
Linked to ProjectID,0604800N,Joint Strike Fighter (JSF) - EMD,5,System Development & Demonstration,1319N,,2001,Total,295962,0,0,0,0,0
Linked to ProjectID,0604800N,Joint Strike Fighter (JSF) - EMD,5,System Development & Demonstration,1319N,,2001,Total,0,0,0,0,0,0
Linked to ProjectID,0604800N,Joint Strike Fighter (JSF) - EMD,5,System Development & Demonstration,1319N,,2002,Total,767259,0,0,0,0,0
Linked to ProjectID,0604800N,Joint Strike Fighter (JSF) - EMD,5,System Development & Demonstration,1319N,,2002,Total,0,0,762957,0,0,0
Linked to ProjectID,0604800N,Joint Strike Fighter (JSF) - EMD,5,System Development & Demonstration,1319N,,2002,Total,0,0,0,0,0,724911
Linked to ProjectID,0604800N,Joint Strike Fighter (JSF) - EMD,5,System Development & Demonstration,1319N,,2003,Total,0,0,0,0,0,1661509
Linked to ProjectID,0604800N,Joint Strike Fighter (JSF) - EMD,5,System Development & Demonstration,1319N,,2003,Total,1727500,0,0,0,0,0
Linked to ProjectID,0604800N,Joint Strike Fighter (JSF) - EMD,5,System Development & Demonstration,1319N,,2003,Total,0,0,1708900,0,0,0
Linked to ProjectID,0604800N,Joint Strike Fighter (JSF) - EMD,5,System Development & Demonstration,1319N,,2004,Total,0,0,0,0,0,2081930
Linked to ProjectID,0604800N,Joint Strike Fighter (JSF) - EMD,5,System Development & Demonstration,1319N,,2004,Total,0,0,2159197,0,0,0
Linked to ProjectID,0604800N,Joint Strike Fighter (JSF) - EMD,5,System Development & Demonstration,1319N,,2004,Total,2171736,0,0,0,0,0
Linked to ProjectID,0604800N,Joint Strike Fighter (JSF) - EMD,5,System Development & Demonstration,1319N,,2005,Total,0,0,2145239,0,0,0
Linked to ProjectID,0604800N,Joint Strike Fighter (JSF) - EMD,5,System Development & Demonstration,1319N,,2005,Total,2264507,0,0,0,0,0
Linked to ProjectID,0604800N,Joint Strike Fighter (JSF) - EMD,5,System Development & Demonstration,1319N,,2005,Total,0,0,0,0,0,2083779
Linked to ProjectID,0604800N,Joint Strike Fighter (JSF) - EMD,5,System Development & Demonstration,1319N,,2006,Total,0,0,2269197,0,0,0
Linked to ProjectID,0604800N,Joint Strike Fighter (JSF) - EMD,5,System Development & Demonstration,1319N,,2006,Total,0,0,0,0,0,2187090
Linked to ProjectID,0604800N,Joint Strike Fighter (JSF) - EMD,5,System Development & Demonstration,1319N,,2006,Total,2393013,0,0,0,0,0
Linked to ProjectID,0604800N,Joint Strike Fighter (JSF) - EMD,5,System Development & Demonstration,1319N,,2007,Total,2030979,0,0,0,0,0
Linked to ProjectID,0604800N,Joint Strike Fighter (JSF) - EMD,5,System Development & Demonstration,1319N,,2007,Total,0,0,0,0,0,2109426
Linked to ProjectID,0604800N,Joint Strike Fighter (JSF) - EMD,5,System Development & Demonstration,1319N,,2007,Total,0,0,2163931,0,0,0
Linked to ProjectID,0604800N,Joint Strike Fighter (JSF) - EMD,5,System Development & Demonstration,1319N,,2008,Total,0,0,0,0,0,1848883
Linked to ProjectID,0604800N,Joint Strike Fighter (JSF) - EMD,5,System Development & Demonstration,1319N,,2008,Total,1707372,0,0,0,0,0
Linked to ProjectID,0604800N,Joint Strike Fighter (JSF) - EMD,5,System Development & Demonstration,1319N,,2008,Total,0,0,1868046,0,0,0
Linked to ProjectID,0604800N,Joint Strike Fighter (JSF) - EMD,5,System Development & Demonstration,1319N,,2009,Total,1532748,0,0,0,0,0
Linked to ProjectID,0604800N,Joint Strike Fighter (JSF) - EMD,5,System Development & Demonstration,1319N,,2009,Total,0,0,0,0,0,1704592
Linked to ProjectID,0604800N,Joint Strike Fighter (JSF) - EMD,5,System Development & Demonstration,1319N,,2009,Total,0,0,1744612,0,0,0
Linked to ProjectID,0604800N,Joint Strike Fighter (JSF) - EMD,5,System Development & Demonstration,1319N,,2010,Total,1741296,0,0,0,0,0
Linked to ProjectID,0604800N,Joint Strike Fighter (JSF) - EMD,5,System Development & Demonstration,1319N,,2010,Total,0,0,0,0,0,1886175
Linked to ProjectID,0604800N,Joint Strike Fighter (JSF) - EMD,5,System Development & Demonstration,1319N,,2010,OCO.Sup,0,0,0,0,1985,0
Linked to ProjectID,0604800N,Joint Strike Fighter (JSF) - EMD,5,System Development & Demonstration,1319N,,2010,OCO,0,0,0,0,0,0
Linked to ProjectID,0604800N,Joint Strike Fighter (JSF) - EMD,5,System Development & Demonstration,1319N,,2010,Total,0,0,1948244,0,0,0
Linked to ProjectID,0604800N,Joint Strike Fighter (JSF) - EMD,5,System Development & Demonstration,1319N,,2011,CR,0,0,0,0,796397,0
Linked to ProjectID,0604800N,Joint Strike Fighter (JSF) - EMD,5,System Development & Demonstration,1319N,,2011,CR.OCO,0,0,0,0,0,0
Linked to ProjectID,0604800N,Joint Strike Fighter (JSF) - EMD,5,System Development & Demonstration,1319N,,2011,OCO,0,0,0,0,0,0
Linked to ProjectID,0604800N,Joint Strike Fighter (JSF) - EMD,5,System Development & Demonstration,1319N,,2011,Total,707791,0,0,0,0,0
Linked to ProjectID,0604800N,Joint Strike Fighter (JSF) - EMD,5,System Development & Demonstration,1319N,,2011,Total,0,0,0,0,0,654198
Linked to ProjectID,0604800N,Joint Strike Fighter (JSF) - EMD,5,System Development & Demonstration,1319N,,2012,Total,0,0,658549,0,0,0
Linked to ProjectID,0604800N,Joint Strike Fighter (JSF) - EMD,5,System Development & Demonstration,1319N,,2012,Total,677486,0,0,0,0,0
Linked to ProjectID,0604800N,Joint Strike Fighter (JSF) - EMD,5,System Development & Demonstration,1319N,,2012,Total,0,0,0,0,0,632042
Linked to ProjectID,0604800N,Joint Strike Fighter (JSF) - EMD,5,System Development & Demonstration,1319N,,2012,OCO,0,0,0,0,0,0
Linked to ProjectID,0604800N,Joint Strike Fighter (JSF) - EMD,5,System Development & Demonstration,1319N,,2012,OCO,0,0,0,0,0,0
Linked to ProjectID,0604800N,Joint Strike Fighter (JSF) - EMD,5,System Development & Demonstration,1319N,,2013,Total,0,0,743926,0,0,0
Linked to ProjectID,0604800N,Joint Strike Fighter (JSF) - EMD,5,System Development & Demonstration,1319N,,2013,OCO,0,0,0,0,0,0
Linked to ProjectID,0604800N,Joint Strike Fighter (JSF) - EMD,5,System Development & Demonstration,1319N,,2013,Total,743926,0,0,0,0,0
Linked to ProjectID,0604800N,Joint Strike Fighter (JSF) - EMD,5,System Development & Demonstration,1319N,,2013,OCO,0,0,0,0,0,0
Linked to ProjectID,0604800N,Joint Strike Fighter (JSF) - EMD,5,System Development & Demonstration,1319N,,2013,Total,0,0,0,0,0,642349
Linked to ProjectID,0604800N,Joint Strike Fighter (JSF) - EMD,5,System Development & Demonstration,1319N,,2014,Total,534187,0,0,0,0,0
Linked to ProjectID,0604800N,Joint Strike Fighter (JSF) - EMD,5,System Development & Demonstration,1319N,,2014,Total,0,0,0,0,0,425340
Linked to ProjectID,0604800N,Joint Strike Fighter (JSF) - EMD,5,System Development & Demonstration,1319N,,2014,OCO,0,0,0,0,0,0
Linked to ProjectID,0604800N,Joint Strike Fighter (JSF) - EMD,5,System Development & Demonstration,1319N,,2014,OCO,0,0,0,0,0,0
Linked to ProjectID,0604800N,Joint Strike Fighter (JSF) - EMD,5,System Development & Demonstration,1319N,,2014,Total,0,0,440745,0,0,0
Linked to ProjectID,0604800N,Joint Strike Fighter (JSF) - EMD,5,System Development & Demonstration,1319N,,2015,OCO,0,0,0,0,0,0
Linked to ProjectID,0604800N,Joint Strike Fighter (JSF) - EMD,5,System Development & Demonstration,1319N,U,2015,Total,0,0,0,0,0,486978
Linked to ProjectID,0604800N,Joint Strike Fighter (JSF) - EMD,5,System Development & Demonstration,1319N,,2015,OCO,0,0,0,0,0,0
Linked to ProjectID,0604800N,Joint Strike Fighter (JSF) - EMD,5,System Development & Demonstration,1319N,,2015,Total,516456,0,0,0,0,0
Linked to ProjectID,0604800N,Joint Strike Fighter (JSF) - EMD,5,System Development & Demonstration,1319N,,2015,Total,0,0,502260,0,0,0
Linked to ProjectID,0604800N,Joint Strike Fighter (JSF) - EMD,5,System Development & Demonstration,1319N,,2016,Total,504736,0,0,0,0,0
Linked to ProjectID,0604800N,Joint Strike Fighter (JSF) - EMD,5,System Development & Demonstration,1319N,,2016,OCO,0,0,0,0,0,0
Linked to ProjectID,0604800N,Joint Strike Fighter (JSF) - EMD,5,System Development & Demonstration,1319N,U,2016,Total,0,0,504736,0,0,0
Linked to ProjectID,0604800N,Joint Strike Fighter (JSF) - EMD,5,System Development & Demonstration,1319N,U,2016,OCO,0,0,0,0,0,0
Linked to ProjectID,0604800N,Joint Strike Fighter (JSF) - EMD,5,System Development & Demonstration,1319N,U,2016,Base,0,0,0,504736,0,0
Linked to ProjectID,0604800N,Joint Strike Fighter (JSF) - EMD,5,System Development & Demonstration,1319N,U,2017,OCO,0,0,0,0,0,0
Linked to ProjectID,0604800N,Joint Strike Fighter (JSF) - EMD,5,System Development & Demonstration,1319N,U,2017,Base,0,528716,0,0,0,0
Linked to ProjectID,0604800N,Joint Strike Fighter (JSF) - EMD,5,System Development & Demonstration,1319N,U,2017,Total,528716,0,0,0,0,0
