"Fiscal.Year","Pricing.Mechanism","ProductOrServiceArea","SubCustomer","Query_Run","Action.Obligation","SumOfnumberOfActions","SubCustomer.sum","SubCustomer.detail","SubCustomer.component","Subcustomer.Obsolete","ServicesCategory.detail","ServicesCategory.sum","ProductsCategory.detail","ProductOrServiceArea.DLA","Pricing.Mechanism.Code","Pricing.Mechanism.detail","Pricing.Mechanism.sum","Pricing.Mechanism.hypothesis","Pricing.Mechanism.Incentive","Pricing.Mechanism.Correlation","IsCostBased","IsFixedPrice","IsIncentive","Deflator.2013","Deflator.2012","Deflator.2011","Deflator.2005","Deflator.2014","Obligation.2013","Obligation.2014","LogOfAction.Obligation"
2007-09-30,"Cost Plus Award Fee","Engines & Power Plants","Air Force","08:22.5",257234363.9,34,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Engines & Power Plants","Engines & Power Pl.","R","Cost (Other)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.891289782,0.909261791,0.930326077,1.0642,0.8909,0.288609124770601,0.288735395555057,8.41032898546234
2007-09-30,"Cost Plus Fixed Fee","Engines & Power Plants","Air Force","08:22.5",141145598.7,33,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Engines & Power Plants","Engines & Power Pl.","U","Cost (Other)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.891289782,0.909261791,0.930326077,1.0642,0.8909,0.158361064549936,0.158430349870917,8.14966734022219
2007-09-30,"Order Dependent (IDV only)","Engines & Power Plants","Air Force","08:22.5",0,NA,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Engines & Power Plants","Engines & Power Pl.","1","Unlabeled","Unlabeled","Unlabeled","Unlabeled","Unlabeled",1,"Other",1,0.891289782,0.909261791,0.930326077,1.0642,0.8909,0,0,0
2007-09-30,"Cost Plus Award Fee","ERS","Air Force","08:22.5",398027434.8,201,"Air Force","Air Force","Air Force",FALSE,"ERS","Services (Non-R&D)","Services (Non-R&D)","Other Services","R","Cost (Other)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.891289782,0.909261791,0.930326077,1.0642,0.8909,0.44657466386168,0.446770046918846,8.59991300768077
2007-09-30,"Cost Plus Incentive","ERS","Air Force","08:22.5",264367659.3,75,"Air Force","Air Force","Air Force",FALSE,"ERS","Services (Non-R&D)","Services (Non-R&D)","Other Services","V","Cost (Plus Incentive)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.891289782,0.909261791,0.930326077,1.0642,0.8909,0.29661246503553,0.296742237400382,8.42220832582639
2007-09-30,"Combination (two or more)","FRS&C","Air Force","08:22.5",309116808.5,812,"Air Force","Air Force","Air Force",FALSE,"FRS&C","Services (Non-R&D)","Services (Non-R&D)","FRS&C","2","Combination","Combination","Unlabeled","","Other",NA,"Combination 
or Unlabeled",NA,0.891289782,0.909261791,0.930326077,1.0642,0.8909,0.346819648045735,0.346971386799865,8.49012262085214
2007-09-30,"Fixed Price Incentive","FRS&C","Air Force","08:22.5",10763698.02,96,"Air Force","Air Force","Air Force",FALSE,"FRS&C","Services (Non-R&D)","Services (Non-R&D)","FRS&C","L","Fixed Price (Other)","Fixed","Fixed","TRUE","Fixed",1,"Other",1,0.891289782,0.909261791,0.930326077,1.0642,0.8909,0.0120765414766081,0.0120818251431137,7.03196150495131
2007-09-30,"Fixed Price Level of Effort","FRS&C","Air Force","08:22.5",1500970.6,8,"Air Force","Air Force","Air Force",FALSE,"FRS&C","Services (Non-R&D)","Services (Non-R&D)","FRS&C","B","Fixed Price (Other)","Fixed","Other","FALSE","Fixed",1,"Other",1,0.891289782,0.909261791,0.930326077,1.0642,0.8909,0.00168404331600427,0.00168478011000112,6.17637218565912
2007-09-30,"Fixed Price with Economic Price Adjustment","FRS&C","Air Force","08:22.5",118751799.3,448,"Air Force","Air Force","Air Force",FALSE,"FRS&C","Services (Non-R&D)","Services (Non-R&D)","FRS&C","K","Fixed Price (Other)","Fixed","Fixed","FALSE","Fixed",1,"Other",1,0.891289782,0.909261791,0.930326077,1.0642,0.8909,0.133235903404534,0.133294196093838,8.07464019867704
2007-09-30,"Not Reported","FRS&C","Air Force","08:22.5",1093951.58,14,"Air Force","Air Force","Air Force",FALSE,"FRS&C","Services (Non-R&D)","Services (Non-R&D)","FRS&C","NO","Unlabeled","Unlabeled","Unlabeled","Unlabeled","Unlabeled",1,"Other",1,0.891289782,0.909261791,0.930326077,1.0642,0.8909,0.00122738036729787,0.0012279173644629,6.03899809987293
2007-09-30,"Time and Materials","FRS&C","Air Force","08:22.5",47855594.45,289,"Air Force","Air Force","Air Force",FALSE,"FRS&C","Services (Non-R&D)","Services (Non-R&D)","FRS&C","Y","Time/Mat.","Time/Mat.","Other","FALSE","Other",1,"Other",1,0.891289782,0.909261791,0.930326077,1.0642,0.8909,0.0536925200046779,0.0537160112807274,7.67993271529453
2007-09-30,"Firm Fixed Price","ICT","Air Force","08:22.5",1406498935,7930,"Air Force","Air Force","Air Force",FALSE,"ICT","Services (Non-R&D)","Services (Non-R&D)","ICT","J","Fixed Price (Firm)","Fixed","Fixed","FALSE","Fixed",NA,"Combination 
or Unlabeled",NA,0.891289782,0.909261791,0.930326077,1.0642,0.8909,1.57804898407329,1.57873940397351,9.14813940765387
2007-09-30,"Firm Fixed Price","Launchers & Munitions","Air Force","08:22.5",887668011.9,680,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Launchers & Munitions","Other Platform/Weap.","J","Fixed Price (Firm)","Fixed","Fixed","FALSE","Fixed",NA,"Combination 
or Unlabeled",NA,0.891289782,0.909261791,0.930326077,1.0642,0.8909,0.995936484212943,0.996372221236951,8.94825056987959
2007-09-30,"Cost Plus Fixed Fee","MED","Air Force","08:22.5",1135950,1,"Air Force","Air Force","Air Force",FALSE,"MED","Services (Non-R&D)","Services (Non-R&D)","Other Services","U","Cost (Other)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.891289782,0.909261791,0.930326077,1.0642,0.8909,0.00127450131589189,0.00127505892917275,6.05535921588029
2007-09-30,"Firm Fixed Price","MED","Air Force","08:22.5",177787231.4,2950,"Air Force","Air Force","Air Force",FALSE,"MED","Services (Non-R&D)","Services (Non-R&D)","Other Services","J","Fixed Price (Firm)","Fixed","Fixed","FALSE","Fixed",NA,"Combination 
or Unlabeled",NA,0.891289782,0.909261791,0.930326077,1.0642,0.8909,0.199471860881268,0.199559132787069,8.24990056691739
2007-09-30,"Cost Plus Fixed Fee","Missiles & Space","Air Force","08:22.5",125738070.1,79,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Missiles & Space","Other Platform/Weap.","U","Cost (Other)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.891289782,0.909261791,0.930326077,1.0642,0.8909,0.141074286544441,0.141136008642945,8.09946679026458
2007-09-30,"Firm Fixed Price","Missiles & Space","Air Force","08:22.5",858406131.4,472,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Missiles & Space","Other Platform/Weap.","J","Fixed Price (Firm)","Fixed","Fixed","FALSE","Fixed",NA,"Combination 
or Unlabeled",NA,0.891289782,0.909261791,0.930326077,1.0642,0.8909,0.963105545172737,0.963526918172634,8.9336928110358
2007-09-30,"Cost Plus Award Fee","Other","Air Force","08:22.5",86790878.59,58,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Other","Other Products","R","Cost (Other)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.891289782,0.909261791,0.930326077,1.0642,0.8909,0.0973767234212498,0.0974193271859917,7.93847408478264
2007-09-30,"Order Dependent (IDV only)","Other","Air Force","08:22.5",0,NA,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Other","Other Products","1","Unlabeled","Unlabeled","Unlabeled","Unlabeled","Unlabeled",1,"Other",1,0.891289782,0.909261791,0.930326077,1.0642,0.8909,0,0,0
2007-09-30,"Combination (two or more)","PAMS","Air Force","08:22.5",1313561368,3111,"Air Force","Air Force","Air Force",FALSE,"PAMS","Services (Non-R&D)","Services","PAMS","2","Combination","Combination","Unlabeled","","Other",NA,"Combination 
or Unlabeled",NA,0.891289782,0.909261791,0.930326077,1.0642,0.8909,1.47377586339254,1.47442066225166,9.11845036730952
2007-09-30,"Order Dependent (IDV only)","PAMS","Air Force","08:22.5",0,NA,"Air Force","Air Force","Air Force",FALSE,"PAMS","Services (Non-R&D)","Services","PAMS","1","Unlabeled","Unlabeled","Unlabeled","Unlabeled","Unlabeled",1,"Other",1,0.891289782,0.909261791,0.930326077,1.0642,0.8909,0,0,0
2007-09-30,"Time and Materials","PAMS","Air Force","08:22.5",1581235184,4504,"Air Force","Air Force","Air Force",FALSE,"PAMS","Services (Non-R&D)","Services","PAMS","Y","Time/Mat.","Time/Mat.","Other","FALSE","Other",1,"Other",1,0.891289782,0.909261791,0.930326077,1.0642,0.8909,1.77409773558921,1.77487392973398,9.19899646924736
2007-09-30,"Combination (two or more)","R&D","Air Force","08:22.5",39601603.7,140,"Air Force","Air Force","Air Force",FALSE,"R&D","R&D","R&D","Other Services","2","Combination","Combination","Unlabeled","","Other",NA,"Combination 
or Unlabeled",NA,0.891289782,0.909261791,0.930326077,1.0642,0.8909,0.0444317936767281,0.044451233247278,7.5977127733992
2007-09-30,"Fixed Price Award Fee","Aircraft","Air Force","08:22.5",-9110302.68,5,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Aircraft","Aircraft","M","Fixed Price (Other)","Fixed","Fixed","FALSE","Fixed",0,"Fixed Price",0,0.891289782,0.909261791,0.930326077,1.0642,0.8909,-0.0102214822429099,-0.0102259542934112,NA
2007-09-30,"Firm Fixed Price","Clothing & Subsistence","Air Force","08:22.5",128557195.9,3830,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Clothing & Subsistence","Clothing & Sub.","J","Fixed Price (Firm)","Fixed","Fixed","FALSE","Fixed",NA,"Combination 
or Unlabeled",NA,0.891289782,0.909261791,0.930326077,1.0642,0.8909,0.144237259863482,0.144300365809855,8.10909639099208
2007-09-30,"Cost Plus Fixed Fee","Electronics & Communications","Air Force","08:22.5",136003513.7,242,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Electronics & Communications","Electronics & Comm.","U","Cost (Other)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.891289782,0.909261791,0.930326077,1.0642,0.8909,0.152591801731213,0.152658562913907,8.13355012867028
2007-09-30,"Fixed Price with Economic Price Adjustment","Electronics & Communications","Air Force","08:22.5",21264.96,1,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Electronics & Communications","Electronics & Comm.","K","Fixed Price (Other)","Fixed","Fixed","FALSE","Fixed",1,"Other",1,0.891289782,0.909261791,0.930326077,1.0642,0.8909,2.3858637706227e-05,2.38690762150634e-05,4.32766457013043
2007-09-30,"Fixed Price Redetermination","ERS","Air Force","08:22.5",925214,2,"Air Force","Air Force","Air Force",FALSE,"ERS","Services (Non-R&D)","Services (Non-R&D)","Other Services","A","Fixed Price (Other)","Fixed","Fixed","FALSE","Fixed",1,"Other",1,0.891289782,0.909261791,0.930326077,1.0642,0.8909,0.00103806193976989,0.00103851610730722,5.96624219573363
2007-09-30,"Cost Sharing","FRS&C","Air Force","08:22.5",158392,6,"Air Force","Air Force","Air Force",FALSE,"FRS&C","Services (Non-R&D)","Services (Non-R&D)","FRS&C","T","Cost (Other)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.891289782,0.909261791,0.930326077,1.0642,0.8909,0.000177711001740173,0.000177788752946459,5.19973324263482
2007-09-30,"Firm Fixed Price","FRS&C","Air Force","08:22.5",3378944440,22878,"Air Force","Air Force","Air Force",FALSE,"FRS&C","Services (Non-R&D)","Services (Non-R&D)","FRS&C","J","Fixed Price (Firm)","Fixed","Fixed","FALSE","Fixed",NA,"Combination 
or Unlabeled",NA,0.891289782,0.909261791,0.930326077,1.0642,0.8909,3.79107278938827,3.79273144011674,9.52878105072731
2007-09-30,"Not Reported","Ground Vehicles","Air Force","08:22.5",-221,3,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Ground Vehicles","Ground Vehicles","NO","Unlabeled","Unlabeled","Unlabeled","Unlabeled","Unlabeled",1,"Other",1,0.891289782,0.909261791,0.930326077,1.0642,0.8909,-2.4795527163353e-07,-2.4806375575261e-07,NA
2007-09-30,"Time and Materials","ICT","Air Force","08:22.5",280105121,1183,"Air Force","Air Force","Air Force",FALSE,"ICT","Services (Non-R&D)","Services (Non-R&D)","ICT","Y","Time/Mat.","Time/Mat.","Other","FALSE","Other",1,"Other",1,0.891289782,0.909261791,0.930326077,1.0642,0.8909,0.31426941793438,0.314406915478729,8.4473210488511
2007-09-30,"Fixed Price Incentive","Launchers & Munitions","Air Force","08:22.5",3866258,7,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Launchers & Munitions","Other Platform/Weap.","L","Fixed Price (Other)","Fixed","Fixed","TRUE","Fixed",1,"Other",1,0.891289782,0.909261791,0.930326077,1.0642,0.8909,0.00433782376739959,0.00433972162981255,6.58729083164745
2007-09-30,"Not Reported","Launchers & Munitions","Air Force","08:22.5",0,1,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Launchers & Munitions","Other Platform/Weap.","NO","Unlabeled","Unlabeled","Unlabeled","Unlabeled","Unlabeled",1,"Other",1,0.891289782,0.909261791,0.930326077,1.0642,0.8909,0,0,0
2007-09-30,"Time and Materials","Launchers & Munitions","Air Force","08:22.5",19273545.41,86,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Launchers & Munitions","Other Platform/Weap.","Y","Time/Mat.","Time/Mat.","Other","FALSE","Other",1,"Other",1,0.891289782,0.909261791,0.930326077,1.0642,0.8909,0.0216243311650576,0.0216337921315524,7.28496161140533
2007-09-30,"Combination (two or more)","MED","Air Force","08:22.5",18603328.89,178,"Air Force","Air Force","Air Force",FALSE,"MED","Services (Non-R&D)","Services (Non-R&D)","Other Services","2","Combination","Combination","Unlabeled","","Other",NA,"Combination 
or Unlabeled",NA,0.891289782,0.909261791,0.930326077,1.0642,0.8909,0.0208723686344247,0.0208815006061286,7.26959066406745
2007-09-30,"Fixed Price Level of Effort","MED","Air Force","08:22.5",-3128.65,1,"Air Force","Air Force","Air Force",FALSE,"MED","Services (Non-R&D)","Services (Non-R&D)","Other Services","B","Fixed Price (Other)","Fixed","Other","FALSE","Fixed",1,"Other",1,0.891289782,0.909261791,0.930326077,1.0642,0.8909,-3.51025004794681e-06,-3.51178583454933e-06,NA
2007-09-30,"Order Dependent (IDV only)","MED","Air Force","08:22.5",0,NA,"Air Force","Air Force","Air Force",FALSE,"MED","Services (Non-R&D)","Services (Non-R&D)","Other Services","1","Unlabeled","Unlabeled","Unlabeled","Unlabeled","Unlabeled",1,"Other",1,0.891289782,0.909261791,0.930326077,1.0642,0.8909,0,0,0
2007-09-30,"Time and Materials","MED","Air Force","08:22.5",3481377.71,26,"Air Force","Air Force","Air Force",FALSE,"MED","Services (Non-R&D)","Services (Non-R&D)","Other Services","Y","Time/Mat.","Time/Mat.","Other","FALSE","Other",1,"Other",1,0.891289782,0.909261791,0.930326077,1.0642,0.8909,0.00390599979973741,0.00390770873274217,6.54175114436153
2007-09-30,"Combination (two or more)","Missiles & Space","Air Force","08:22.5",2760010,11,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Missiles & Space","Other Platform/Weap.","2","Combination","Combination","Unlabeled","","Other",NA,"Combination 
or Unlabeled",NA,0.891289782,0.909261791,0.930326077,1.0642,0.8909,0.00309664719122742,0.00309800202042878,6.4409106555931
2007-09-30,"Fixed Price Incentive","Missiles & Space","Air Force","08:22.5",426743364,16,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Missiles & Space","Other Platform/Weap.","L","Fixed Price (Other)","Fixed","Fixed","TRUE","Fixed",1,"Other",1,0.891289782,0.909261791,0.930326077,1.0642,0.8909,0.478793062164826,0.479002541250421,8.63016677641691
2007-09-30,"Time and Materials","Missiles & Space","Air Force","08:22.5",15982352.18,85,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Missiles & Space","Other Platform/Weap.","Y","Time/Mat.","Time/Mat.","Other","FALSE","Other",1,"Other",1,0.891289782,0.909261791,0.930326077,1.0642,0.8909,0.0179317125616952,0.0179395579526322,7.20364069635588
2007-09-30,"Cost Plus Fixed Fee","PAMS","Air Force","08:22.5",1388644829,3107,"Air Force","Air Force","Air Force",FALSE,"PAMS","Services (Non-R&D)","Services","PAMS","U","Cost (Other)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.891289782,0.909261791,0.930326077,1.0642,0.8909,1.55801722071128,1.55869887641711,9.14259118128138
2007-09-30,"Firm Fixed Price","R&D","Air Force","08:22.5",717974978.1,1822,"Air Force","Air Force","Air Force",FALSE,"R&D","R&D","R&D","Other Services","J","Fixed Price (Firm)","Fixed","Fixed","FALSE","Fixed",NA,"Combination 
or Unlabeled",NA,0.891289782,0.909261791,0.930326077,1.0642,0.8909,0.805546066610242,0.805898504994949,8.85610930905782
2007-09-30,"Fixed Price Incentive","R&D","Air Force","08:22.5",67650083,71,"Air Force","Air Force","Air Force",FALSE,"R&D","R&D","R&D","Other Services","L","Fixed Price (Other)","Fixed","Fixed","TRUE","Fixed",1,"Other",1,0.891289782,0.909261791,0.930326077,1.0642,0.8909,0.075901333512651,0.075934541474913,7.8302683337706
2007-09-30,"Not Reported","R&D","Air Force","08:22.5",-77776,2,"Air Force","Air Force","Air Force",FALSE,"R&D","R&D","R&D","Other Services","NO","Unlabeled","Unlabeled","Unlabeled","Unlabeled","Unlabeled",1,"Other",1,0.891289782,0.909261791,0.930326077,1.0642,0.8909,-8.72623041021242e-05,-8.73004826579863e-05,NA
2007-09-30,"Cost Plus Incentive","Missiles & Space","Air Force","08:22.5",1001931,8,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Missiles & Space","Other Platform/Weap.","V","Cost (Plus Incentive)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.891289782,0.909261791,0.930326077,1.0642,0.8909,0.00112413607811337,0.00112462790436637,6.00083781399523
2007-09-30,"Labor Hours","Other","Air Force","08:22.5",125794.94,3,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Other","Other Products","Z","Time/Mat.","Time/Mat.","Other","FALSE","Other",1,"Other",1,0.891289782,0.909261791,0.930326077,1.0642,0.8909,0.000141138092840831,0.000141199842855539,5.09966317231533
2007-09-30,"Cost No Fee","PAMS","Air Force","08:22.5",436417715.1,1171,"Air Force","Air Force","Air Force",FALSE,"PAMS","Services (Non-R&D)","Services","PAMS","S","Cost (Other)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.891289782,0.909261791,0.930326077,1.0642,0.8909,0.489647389562467,0.48986161757773,8.63990237118767
2007-09-30,"Cost Sharing","PAMS","Air Force","08:22.5",776251,6,"Air Force","Air Force","Air Force",FALSE,"PAMS","Services (Non-R&D)","Services","PAMS","T","Cost (Other)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.891289782,0.909261791,0.930326077,1.0642,0.8909,0.000870929988962894,0.000871311033786059,5.89000217266187
2007-09-30,"Cost Sharing","R&D","Air Force","08:22.5",22348690,85,"Air Force","Air Force","Air Force",FALSE,"R&D","R&D","R&D","Other Services","T","Cost (Other)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.891289782,0.909261791,0.930326077,1.0642,0.8909,0.0250745497719618,0.0250855202604108,7.34925207143014
2007-09-30,"Fixed Price Level of Effort","R&D","Air Force","08:22.5",56720124,26,"Air Force","Air Force","Air Force",FALSE,"R&D","R&D","R&D","Other Services","B","Fixed Price (Other)","Fixed","Other","FALSE","Fixed",1,"Other",1,0.891289782,0.909261791,0.930326077,1.0642,0.8909,0.0636382522783146,0.0636660949601527,7.75373717161889
2007-09-30,"Order Dependent (IDV only)","R&D","Air Force","08:22.5",0,NA,"Air Force","Air Force","Air Force",FALSE,"R&D","R&D","R&D","Other Services","1","Unlabeled","Unlabeled","Unlabeled","Unlabeled","Unlabeled",1,"Other",1,0.891289782,0.909261791,0.930326077,1.0642,0.8909,0,0,0
2007-09-30,"Time and Materials","R&D","Air Force","08:22.5",91074924.42,244,"Air Force","Air Force","Air Force",FALSE,"R&D","R&D","R&D","Other Services","Y","Time/Mat.","Time/Mat.","Other","FALSE","Other",1,"Other",1,0.891289782,0.909261791,0.930326077,1.0642,0.8909,0.102183292414318,0.102227999124481,7.9593988195078
2007-09-30,"Cost Plus Incentive","MED","Air Force","08:22.5",17993744.44,31,"Air Force","Air Force","Air Force",FALSE,"MED","Services (Non-R&D)","Services (Non-R&D)","Other Services","V","Cost (Plus Incentive)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.891289782,0.909261791,0.930326077,1.0642,0.8909,0.0201884334403825,0.0201972661802671,7.2551215480268
2007-09-30,"Cost Plus Fixed Fee","Other","Air Force","08:22.5",24117381.09,29,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Other","Other Products","U","Cost (Other)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.891289782,0.909261791,0.930326077,1.0642,0.8909,0.0270589673269698,0.0270708060276125,7.3823301459261
2007-09-30,"Firm Fixed Price","Other","Air Force","08:22.5",1611397008,56646,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Other","Other Products","J","Fixed Price (Firm)","Fixed","Fixed","FALSE","Fixed",NA,"Combination 
or Unlabeled",NA,0.891289782,0.909261791,0.930326077,1.0642,0.8909,1.80793838383755,1.80872938376922,9.20720255292209
2007-09-30,"Labor Hours","PAMS","Air Force","08:22.5",178733769.5,625,"Air Force","Air Force","Air Force",FALSE,"PAMS","Services (Non-R&D)","Services","PAMS","Z","Time/Mat.","Time/Mat.","Other","FALSE","Other",1,"Other",1,0.891289782,0.909261791,0.930326077,1.0642,0.8909,0.200533847812024,0.200621584352902,8.25220661474375
2008-09-30,"Fixed Price Incentive","Aircraft","Air Force","08:22.5",390330619.5,71,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Aircraft","Aircraft","L","Fixed Price (Other)","Fixed","Fixed","TRUE","Fixed",1,"Other",1,0.923869347,0.942498291,0.964332547,1.1031,0.922,0.422495475975566,0.423352081887202,8.59143262086439
2008-09-30,"Fixed Price Level of Effort","Aircraft","Air Force","08:22.5",0,1,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Aircraft","Aircraft","B","Fixed Price (Other)","Fixed","Other","FALSE","Fixed",1,"Other",1,0.923869347,0.942498291,0.964332547,1.1031,0.922,0,0,0
2008-09-30,"Fixed Price with Economic Price Adjustment","Aircraft","Air Force","08:22.5",2649644943,198,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Aircraft","Aircraft","K","Fixed Price (Other)","Fixed","Fixed","FALSE","Fixed",1,"Other",1,0.923869347,0.942498291,0.964332547,1.1031,0.922,2.86798663859122,2.87380145661605,9.42318768162477
2008-09-30,"Cost Plus Award Fee","Electronics & Communications","Air Force","08:22.5",76982721.95,57,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Electronics & Communications","Electronics & Comm.","R","Cost (Other)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.923869347,0.942498291,0.964332547,1.1031,0.922,0.0833264164461991,0.083495360032538,7.88639326278567
2008-09-30,"Order Dependent (IDV only)","Electronics & Communications","Air Force","08:22.5",0,NA,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Electronics & Communications","Electronics & Comm.","1","Unlabeled","Unlabeled","Unlabeled","Unlabeled","Unlabeled",1,"Other",1,0.923869347,0.942498291,0.964332547,1.1031,0.922,0,0,0
2008-09-30,"Not Reported","Engines & Power Plants","Air Force","08:22.5",3844685.54,250,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Engines & Power Plants","Engines & Power Pl.","NO","Unlabeled","Unlabeled","Unlabeled","Unlabeled","Unlabeled",1,"Other",1,0.923869347,0.942498291,0.964332547,1.1031,0.922,0.00416150352047561,0.00416994093275488,6.58486082428631
2008-09-30,"Time and Materials","Engines & Power Plants","Air Force","08:22.5",596849.52,11,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Engines & Power Plants","Engines & Power Pl.","Y","Time/Mat.","Time/Mat.","Other","FALSE","Other",1,"Other",1,0.923869347,0.942498291,0.964332547,1.1031,0.922,0.000646032387521133,0.000647342212581345,5.77586484893268
2008-09-30,"Labor Hours","ERS","Air Force","08:22.5",14486762.68,43,"Air Force","Air Force","Air Force",FALSE,"ERS","Services (Non-R&D)","Services (Non-R&D)","Other Services","Z","Time/Mat.","Time/Mat.","Other","FALSE","Other",1,"Other",1,0.923869347,0.942498291,0.964332547,1.1031,0.922,0.0156805318057598,0.0157123239479393,7.16097134563042
2008-09-30,"Not Reported","ERS","Air Force","08:22.5",890058.17,327,"Air Force","Air Force","Air Force",FALSE,"ERS","Services (Non-R&D)","Services (Non-R&D)","Other Services","NO","Unlabeled","Unlabeled","Unlabeled","Unlabeled","Unlabeled",1,"Other",1,0.923869347,0.942498291,0.964332547,1.1031,0.922,0.000963402642256947,0.000965355932754881,5.94941839100948
2008-09-30,"Order Dependent (IDV only)","ERS","Air Force","08:22.5",0,NA,"Air Force","Air Force","Air Force",FALSE,"ERS","Services (Non-R&D)","Services (Non-R&D)","Other Services","1","Unlabeled","Unlabeled","Unlabeled","Unlabeled","Unlabeled",1,"Other",1,0.923869347,0.942498291,0.964332547,1.1031,0.922,0,0,0
2008-09-30,"Time and Materials","ERS","Air Force","08:22.5",1448745637,2974,"Air Force","Air Force","Air Force",FALSE,"ERS","Services (Non-R&D)","Services (Non-R&D)","Other Services","Y","Time/Mat.","Time/Mat.","Other","FALSE","Other",1,"Other",1,0.923869347,0.942498291,0.964332547,1.1031,0.922,1.56812826586831,1.57130763232104,9.16099214106506
2008-09-30,"Cost Plus Fixed Fee","FRS&C","Air Force","08:22.5",1124144024,1014,"Air Force","Air Force","Air Force",FALSE,"FRS&C","Services (Non-R&D)","Services (Non-R&D)","FRS&C","U","Cost (Other)","Cost+","Cost+","","Other",NA,"Combination 
or Unlabeled",NA,0.923869347,0.942498291,0.964332547,1.1031,0.922,1.21677813821872,1.21924514533623,9.05082195609198
2008-09-30,"Fixed Price Award Fee","FRS&C","Air Force","08:22.5",14218498.91,35,"Air Force","Air Force","Air Force",FALSE,"FRS&C","Services (Non-R&D)","Services (Non-R&D)","FRS&C","M","Fixed Price (Other)","Fixed","Fixed","FALSE","Fixed",0,"Fixed Price",0,0.923869347,0.942498291,0.964332547,1.1031,0.922,0.0153901619922454,0.0154213654121475,7.15285374902983
2008-09-30,"Fixed Price Redetermination","FRS&C","Air Force","08:22.5",-1675,2,"Air Force","Air Force","Air Force",FALSE,"FRS&C","Services (Non-R&D)","Services (Non-R&D)","FRS&C","A","Fixed Price (Other)","Fixed","Fixed","FALSE","Fixed",1,"Other",1,0.923869347,0.942498291,0.964332547,1.1031,0.922,-1.81302692360027e-06,-1.81670281995662e-06,NA
2008-09-30,"Not Reported","Fuels","Air Force","08:22.5",7226410.39,10,"Air Force","Air Force","Air Force",FALSE,"Fuels","Products (All)","Fuels","Fuels","NO","Unlabeled","Unlabeled","Unlabeled","Unlabeled","Unlabeled",1,"Other",1,0.923869347,0.942498291,0.964332547,1.1031,0.922,0.00782189647645058,0.00783775530368763,6.85892262164544
